Municipality,Year,Value
Sobral de Monte Agraço,2008,
Torres Vedras,2008,
Águeda,2008,
Albergaria-a-Velha,2008,
Anadia,2008,
Aveiro,2008,
Estarreja,2008,
Ílhavo,2008,
Murtosa,2008,
Oliveira do Bairro,2008,
Ovar,2008,
Sever do Vouga,2008,
Vagos,2008,
Arganil,2008,
Cantanhede,2008,
Coimbra,2008,
Condeixa-a-Nova,2008,
Figueira da Foz,2008,
Góis,2008,
Lousã,2008,
Mealhada,2008,
Mira,2008,
Miranda do Corvo,2008,
Montemor-o-Velho,2008,
Mortágua,2008,
Oliveira do Hospital,2008,
Pampilhosa da Serra,2008,
Penacova,2008,
Penela,2008,
Soure,2008,
Tábua,2008,
Vila Nova de Poiares,2008,
Alvaiázere,2008,
Ansião,2008,
Batalha,2008,
Castanheira de Pêra,2008,
Figueiró dos Vinhos,2008,
Leiria,2008,
Marinha Grande,2008,
Pedrógão Grande,2008,
Pombal,2008,
Porto de Mós,2008,
Aguiar da Beira,2008,
Carregal do Sal,2008,
Castro Daire,2008,
Mangualde,2008,
Nelas,2008,
Oliveira de Frades,2008,
Penalva do Castelo,2008,
Santa Comba Dão,2008,
São Pedro do Sul,2008,
Sátão,2008,
Tondela,2008,
Vila Nova de Paiva,2008,
Viseu,2008,
Vouzela,2008,
Castelo Branco,2008,
Idanha-a-Nova,2008,
Oleiros,2008,
Penamacor,2008,
Proença-a-Nova,2008,
Vila Velha de Ródão,2008,
Abrantes,2008,
Alcanena,2008,
Constância,2008,
Entroncamento,2008,
Ferreira do Zêzere,2008,
Mação,2008,
Ourém,2008,
Sardoal,2008,
Sertã,2008,
Tomar,2008,
Torres Novas,2008,
Vila de Rei,2008,
Vila Nova da Barquinha,2008,
Almeida,2008,
Belmonte,2008,
Celorico da Beira,2008,
Covilhã,2008,
Figueira de Castelo Rodrigo,2008,
Fornos de Algodres,2008,
Fundão,2008,
Gouveia,2008,
Guarda,2008,
Manteigas,2008,
Mêda,2008,
Pinhel,2008,
Sabugal,2008,
Seia,2008,
Trancoso,2008,
Alcochete,2008,
Almada,2008,
Amadora,2008,
Barreiro,2008,
Cascais,2008,
Lisboa,2008,
Loures,2008,
Mafra,2008,
Moita,2008,
Montijo,2008,
Odivelas,2008,
Oeiras,2008,
Palmela,2008,
Seixal,2008,
Sesimbra,2008,
Setúbal,2008,
Sintra,2008,
Vila Franca de Xira,2008,
Alcácer do Sal,2008,
Grândola,2008,
Odemira,2008,
Santiago do Cacém,2008,
Sines,2008,
Aljustrel,2008,
Almodôvar,2008,
Alvito,2008,
Barrancos,2008,
Beja,2008,
Castro Verde,2008,
Cuba,2008,
Ferreira do Alentejo,2008,
Mértola,2008,
Moura,2008,
Ourique,2008,
Serpa,2008,
Vidigueira,2008,
Almeirim,2008,
Alpiarça,2008,
Azambuja,2008,
Benavente,2008,
Cartaxo,2008,
Chamusca,2008,
Coruche,2008,
Golegã,2008,
Rio Maior,2008,
Salvaterra de Magos,2008,
Santarém,2008,
Alter do Chão,2008,
Arronches,2008,
Avis,2008,
Campo Maior,2008,
Castelo de Vide,2008,
Crato,2008,
Elvas,2008,
Fronteira,2008,
Gavião,2008,
Marvão,2008,
Monforte,2008,
Nisa,2008,
Ponte de Sor,2008,
Portalegre,2008,
Sousel,2008,
Alandroal,2008,
Arraiolos,2008,
Borba,2008,
Estremoz,2008,
Évora,2008,
Montemor-o-Novo,2008,
Mora,2008,
Mourão,2008,
Portel,2008,
Redondo,2008,
Reguengos de Monsaraz,2008,
Vendas Novas,2008,
Viana do Alentejo,2008,
Vila Viçosa,2008,
Albufeira,2008,
Alcoutim,2008,
Aljezur,2008,
Castro Marim,2008,
Faro,2008,
Lagoa,2008,
Lagos,2008,
Loulé,2008,
Monchique,2008,
Olhão,2008,
Portimão,2008,
São Brás de Alportel,2008,
Silves,2008,
Tavira,2008,
Vila do Bispo,2008,
Vila Real de Santo António,2008,
Vila do Porto,2008,
Lagoa [R.A.A.],2008,
Nordeste,2008,
Ponta Delgada,2008,
Povoação,2008,
Ribeira Grande,2008,
Vila Franca do Campo,2008,
Angra do Heroísmo,2008,
Vila da Praia da Vitória,2008,
Santa Cruz da Graciosa,2008,
Calheta [R.A.A.],2008,
Velas,2008,
Lajes do Pico,2008,
Madalena,2008,
São Roque do Pico,2008,
Horta,2008,
Lajes das Flores,2008,
Santa Cruz das Flores,2008,
Corvo,2008,
Calheta [R.A.M.],2008,
Câmara de Lobos,2008,
Funchal,2008,
Machico,2008,
Ponta do Sol,2008,
Porto Moniz,2008,
Ribeira Brava,2008,
Santa Cruz,2008,
Santana,2008,
São Vicente,2008,
Porto Santo,2008,
Arcos de Valdevez,2009,55.6
Caminha,2009,57.1
Melgaço,2009,51.9
Monção,2009,48.0
Paredes de Coura,2009,34.9
Ponte da Barca,2009,52.5
Ponte de Lima,2009,31.6
Valença,2009,130.0
Viana do Castelo,2009,60.1
Vila Nova de Cerveira,2009,28.0
Amares,2009,33.7
Barcelos,2009,39.8
Braga,2009,53.1
Esposende,2009,37.7
Terras de Bouro,2009,37.0
Vila Verde,2009,29.7
Cabeceiras de Basto,2009,32.1
Fafe,2009,54.9
Guimarães,2009,58.0
Mondim de Basto,2009,43.2
Póvoa de Lanhoso,2009,22.2
Vieira do Minho,2009,40.7
Vila Nova de Famalicão,2009,61.4
Vizela,2009,50.0
Arouca,2009,30.6
Espinho,2009,41.8
Gondomar,2009,100.6
Maia,2009,86.4
Matosinhos,2009,92.1
Oliveira de Azeméis,2009,83.7
Paredes,2009,56.4
Porto,2009,59.0
Póvoa de Varzim,2009,68.2
Santa Maria da Feira,2009,85.1
Santo Tirso,2009,61.4
São João da Madeira,2009,51.1
Trofa,2009,54.6
Vale de Cambra,2009,71.7
Valongo,2009,81.0
Vila do Conde,2009,68.2
Vila Nova de Gaia,2009,94.7
Boticas,2009,12.1
Chaves,2009,73.2
Montalegre,2009,33.3
Ribeira de Pena,2009,26.7
Valpaços,2009,80.0
Vila Pouca de Aguiar,2009,46.3
Amarante,2009,52.3
Baião,2009,50.7
Castelo de Paiva,2009,46.3
Celorico de Basto,2009,30.1
Cinfães,2009,45.0
Felgueiras,2009,50.2
Lousada,2009,63.6
Marco de Canaveses,2009,61.4
Paços de Ferreira,2009,53.9
Penafiel,2009,63.9
Resende,2009,48.8
Alijó,2009,31.4
Armamar,2009,75.0
Carrazeda de Ansiães,2009,36.4
Freixo de Espada à Cinta,2009,16.7
Lamego,2009,46.8
Mesão Frio,2009,35.5
Moimenta da Beira,2009,23.1
Murça,2009,63.6
Penedono,2009,20.0
Peso da Régua,2009,84.9
Sabrosa,2009,66.7
Santa Marta de Penaguião,2009,78.9
São João da Pesqueira,2009,66.7
Sernancelhe,2009,29.2
Tabuaço,2009,77.8
Tarouca,2009,69.4
Torre de Moncorvo,2009,250.0
Vila Nova de Foz Côa,2009,81.3
Vila Real,2009,56.9
Alfândega da Fé,2009,20.0
Bragança,2009,58.0
Macedo de Cavaleiros,2009,60.0
Miranda do Douro,2009,35.0
Mirandela,2009,54.3
Mogadouro,2009,19.1
Vila Flor,2009,57.7
Vimioso,2009,40.0
Vinhais,2009,87.5
Alcobaça,2009,101.4
Alenquer,2009,55.2
Arruda dos Vinhos,2009,88.6
Bombarral,2009,96.4
Cadaval,2009,30.0
Caldas da Rainha,2009,96.8
Lourinhã,2009,84.0
Nazaré,2009,47.4
Óbidos,2009,111.6
Peniche,2009,72.4
Sobral de Monte Agraço,2009,24.3
Torres Vedras,2009,73.0
Águeda,2009,74.1
Albergaria-a-Velha,2009,69.1
Anadia,2009,60.4
Aveiro,2009,72.1
Estarreja,2009,62.9
Ílhavo,2009,135.7
Murtosa,2009,45.9
Oliveira do Bairro,2009,88.9
Ovar,2009,74.6
Sever do Vouga,2009,65.0
Vagos,2009,53.3
Arganil,2009,65.5
Cantanhede,2009,62.1
Coimbra,2009,62.5
Condeixa-a-Nova,2009,105.8
Figueira da Foz,2009,75.4
Góis,2009,62.5
Lousã,2009,66.7
Mealhada,2009,63.6
Mira,2009,78.4
Miranda do Corvo,2009,114.8
Montemor-o-Velho,2009,63.3
Mortágua,2009,26.7
Oliveira do Hospital,2009,56.3
Pampilhosa da Serra,2009,85.7
Penacova,2009,58.1
Penela,2009,50.0
Soure,2009,86.4
Tábua,2009,65.7
Vila Nova de Poiares,2009,109.5
Alvaiázere,2009,66.7
Ansião,2009,53.7
Batalha,2009,36.9
Castanheira de Pêra,2009,50.0
Figueiró dos Vinhos,2009,50.0
Leiria,2009,70.5
Marinha Grande,2009,102.3
Pedrógão Grande,2009,80.0
Pombal,2009,79.5
Porto de Mós,2009,100.0
Aguiar da Beira,2009,32.1
Carregal do Sal,2009,50.0
Castro Daire,2009,53.8
Mangualde,2009,38.3
Nelas,2009,42.6
Oliveira de Frades,2009,48.8
Penalva do Castelo,2009,33.3
Santa Comba Dão,2009,52.8
São Pedro do Sul,2009,68.5
Sátão,2009,35.3
Tondela,2009,42.9
Vila Nova de Paiva,2009,37.5
Viseu,2009,55.8
Vouzela,2009,80.8
Castelo Branco,2009,68.3
Idanha-a-Nova,2009,64.3
Oleiros,2009,50.0
Penamacor,2009,50.0
Proença-a-Nova,2009,35.5
Vila Velha de Ródão,2009,33.3
Abrantes,2009,74.8
Alcanena,2009,102.7
Constância,2009,62.5
Entroncamento,2009,83.5
Ferreira do Zêzere,2009,55.6
Mação,2009,125.0
Ourém,2009,47.6
Sardoal,2009,53.8
Sertã,2009,50.8
Tomar,2009,60.3
Torres Novas,2009,84.9
Vila de Rei,2009,25.0
Vila Nova da Barquinha,2009,50.0
Almeida,2009,60.0
Belmonte,2009,57.7
Celorico da Beira,2009,80.0
Covilhã,2009,70.6
Figueira de Castelo Rodrigo,2009,10.0
Fornos de Algodres,2009,40.0
Fundão,2009,55.3
Gouveia,2009,63.6
Guarda,2009,47.3
Manteigas,2009,27.3
Mêda,2009,31.3
Pinhel,2009,78.3
Sabugal,2009,46.7
Seia,2009,40.2
Trancoso,2009,20.0
Alcochete,2009,71.9
Almada,2009,79.7
Amadora,2009,83.3
Barreiro,2009,67.5
Cascais,2009,90.1
Lisboa,2009,47.5
Loures,2009,65.1
Mafra,2009,71.9
Moita,2009,94.3
Montijo,2009,101.1
Odivelas,2009,
Oeiras,2009,94.0
Palmela,2009,68.7
Seixal,2009,101.3
Sesimbra,2009,82.7
Setúbal,2009,79.5
Sintra,2009,108.8
Vila Franca de Xira,2009,119.1
Alcácer do Sal,2009,50.0
Grândola,2009,83.3
Odemira,2009,66.1
Santiago do Cacém,2009,62.4
Sines,2009,85.1
Aljustrel,2009,52.8
Almodôvar,2009,46.7
Alvito,2009,100.0
Barrancos,2009,50.0
Beja,2009,69.0
Castro Verde,2009,33.3
Cuba,2009,43.8
Ferreira do Alentejo,2009,91.3
Mértola,2009,10.0
Moura,2009,58.5
Ourique,2009,53.3
Serpa,2009,100.0
Vidigueira,2009,122.2
Almeirim,2009,85.5
Alpiarça,2009,117.6
Azambuja,2009,74.4
Benavente,2009,80.4
Cartaxo,2009,80.0
Chamusca,2009,176.9
Coruche,2009,76.1
Golegã,2009,37.5
Rio Maior,2009,57.8
Salvaterra de Magos,2009,95.7
Santarém,2009,92.9
Alter do Chão,2009,22.2
Arronches,2009,114.3
Avis,2009,91.7
Campo Maior,2009,63.2
Castelo de Vide,2009,69.2
Crato,2009,37.5
Elvas,2009,91.8
Fronteira,2009,27.3
Gavião,2009,30.0
Marvão,2009,100.0
Monforte,2009,41.7
Nisa,2009,72.2
Ponte de Sor,2009,102.8
Portalegre,2009,100.0
Sousel,2009,116.7
Alandroal,2009,76.9
Arraiolos,2009,84.6
Borba,2009,56.5
Estremoz,2009,78.0
Évora,2009,66.2
Montemor-o-Novo,2009,64.2
Mora,2009,68.8
Mourão,2009,300.0
Portel,2009,91.7
Redondo,2009,93.8
Reguengos de Monsaraz,2009,79.4
Vendas Novas,2009,75.6
Viana do Alentejo,2009,140.0
Vila Viçosa,2009,79.3
Albufeira,2009,55.6
Alcoutim,2009,8.3
Aljezur,2009,87.5
Castro Marim,2009,51.7
Faro,2009,57.1
Lagoa,2009,96.8
Lagos,2009,46.2
Loulé,2009,88.6
Monchique,2009,25.0
Olhão,2009,107.7
Portimão,2009,114.6
São Brás de Alportel,2009,59.6
Silves,2009,78.8
Tavira,2009,70.1
Vila do Bispo,2009,76.5
Vila Real de Santo António,2009,98.0
Vila do Porto,2009,73.3
Lagoa [R.A.A.],2009,83.3
Nordeste,2009,89.5
Ponta Delgada,2009,57.5
Povoação,2009,96.7
Ribeira Grande,2009,43.5
Vila Franca do Campo,2009,58.1
Angra do Heroísmo,2009,66.8
Vila da Praia da Vitória,2009,63.7
Santa Cruz da Graciosa,2009,86.7
Calheta [R.A.A.],2009,23.5
Velas,2009,25.0
Lajes do Pico,2009,47.4
Madalena,2009,45.5
São Roque do Pico,2009,125.0
Horta,2009,79.3
Lajes das Flores,2009,57.1
Santa Cruz das Flores,2009,160.0
Corvo,2009,0.0
Calheta [R.A.M.],2009,91.7
Câmara de Lobos,2009,70.6
Funchal,2009,53.1
Machico,2009,39.8
Ponta do Sol,2009,71.1
Porto Moniz,2009,26.3
Ribeira Brava,2009,36.0
Santa Cruz,2009,172.5
Santana,2009,36.7
São Vicente,2009,72.7
Porto Santo,2009,57.1
Arcos de Valdevez,2010,55.6
Caminha,2010,57.1
Melgaço,2010,51.9
Monção,2010,48.0
Paredes de Coura,2010,34.9
Ponte da Barca,2010,52.5
Ponte de Lima,2010,31.6
Valença,2010,130.0
Viana do Castelo,2010,60.1
Vila Nova de Cerveira,2010,28.0
Amares,2010,33.7
Barcelos,2010,39.8
Braga,2010,53.1
Esposende,2010,37.7
Terras de Bouro,2010,37.0
Vila Verde,2010,29.7
Cabeceiras de Basto,2010,32.1
Fafe,2010,54.9
Guimarães,2010,58.0
Mondim de Basto,2010,43.2
Póvoa de Lanhoso,2010,22.2
Vieira do Minho,2010,40.7
Vila Nova de Famalicão,2010,61.4
Vizela,2010,50.0
Arouca,2010,30.6
Espinho,2010,41.8
Gondomar,2010,100.6
Maia,2010,86.4
Matosinhos,2010,92.1
Oliveira de Azeméis,2010,83.7
Paredes,2010,56.4
Porto,2010,59.0
Póvoa de Varzim,2010,68.2
Santa Maria da Feira,2010,85.1
Santo Tirso,2010,61.4
São João da Madeira,2010,51.1
Trofa,2010,54.6
Vale de Cambra,2010,71.7
Valongo,2010,81.0
Vila do Conde,2010,68.2
Vila Nova de Gaia,2010,94.7
Boticas,2010,12.1
Chaves,2010,73.2
Montalegre,2010,33.3
Ribeira de Pena,2010,26.7
Valpaços,2010,80.0
Vila Pouca de Aguiar,2010,46.3
Amarante,2010,52.3
Baião,2010,50.7
Castelo de Paiva,2010,46.3
Celorico de Basto,2010,30.1
Cinfães,2010,45.0
Felgueiras,2010,50.2
Lousada,2010,63.6
Marco de Canaveses,2010,61.4
Paços de Ferreira,2010,53.9
Penafiel,2010,63.9
Resende,2010,48.8
Alijó,2010,31.4
Armamar,2010,75.0
Carrazeda de Ansiães,2010,36.4
Freixo de Espada à Cinta,2010,16.7
Lamego,2010,46.8
Mesão Frio,2010,35.5
Moimenta da Beira,2010,23.1
Murça,2010,63.6
Penedono,2010,20.0
Peso da Régua,2010,84.9
Sabrosa,2010,66.7
Santa Marta de Penaguião,2010,78.9
São João da Pesqueira,2010,66.7
Sernancelhe,2010,29.2
Tabuaço,2010,77.8
Tarouca,2010,69.4
Torre de Moncorvo,2010,250.0
Vila Nova de Foz Côa,2010,81.3
Vila Real,2010,56.9
Alfândega da Fé,2010,20.0
Bragança,2010,58.0
Macedo de Cavaleiros,2010,60.0
Miranda do Douro,2010,35.0
Mirandela,2010,54.3
Mogadouro,2010,19.1
Vila Flor,2010,57.7
Vimioso,2010,40.0
Vinhais,2010,87.5
Alcobaça,2010,101.4
Alenquer,2010,55.2
Arruda dos Vinhos,2010,88.6
Bombarral,2010,96.4
Cadaval,2010,30.0
Caldas da Rainha,2010,96.8
Lourinhã,2010,84.0
Nazaré,2010,47.4
Óbidos,2010,111.6
Peniche,2010,72.4
Sobral de Monte Agraço,2010,24.3
Torres Vedras,2010,73.0
Águeda,2010,74.1
Albergaria-a-Velha,2010,69.1
Anadia,2010,60.4
Aveiro,2010,72.1
Estarreja,2010,62.9
Ílhavo,2010,135.7
Murtosa,2010,45.9
Oliveira do Bairro,2010,88.9
Ovar,2010,74.6
Sever do Vouga,2010,65.0
Vagos,2010,53.3
Arganil,2010,65.5
Cantanhede,2010,62.1
Coimbra,2010,62.5
Condeixa-a-Nova,2010,105.8
Figueira da Foz,2010,75.4
Góis,2010,62.5
Lousã,2010,66.7
Mealhada,2010,63.6
Mira,2010,78.4
Miranda do Corvo,2010,114.8
Montemor-o-Velho,2010,63.3
Mortágua,2010,26.7
Oliveira do Hospital,2010,56.3
Pampilhosa da Serra,2010,85.7
Penacova,2010,58.1
Penela,2010,50.0
Soure,2010,86.4
Tábua,2010,65.7
Vila Nova de Poiares,2010,109.5
Alvaiázere,2010,66.7
Ansião,2010,53.7
Batalha,2010,36.9
Castanheira de Pêra,2010,50.0
Figueiró dos Vinhos,2010,50.0
Leiria,2010,70.5
Marinha Grande,2010,102.3
Pedrógão Grande,2010,80.0
Pombal,2010,79.5
Porto de Mós,2010,100.0
Aguiar da Beira,2010,32.1
Carregal do Sal,2010,50.0
Castro Daire,2010,53.8
Mangualde,2010,38.3
Nelas,2010,42.6
Oliveira de Frades,2010,48.8
Penalva do Castelo,2010,33.3
Santa Comba Dão,2010,52.8
São Pedro do Sul,2010,68.5
Sátão,2010,35.3
Tondela,2010,42.9
Vila Nova de Paiva,2010,37.5
Viseu,2010,55.8
Vouzela,2010,80.8
Castelo Branco,2010,68.3
Idanha-a-Nova,2010,64.3
Oleiros,2010,50.0
Penamacor,2010,50.0
Proença-a-Nova,2010,35.5
Vila Velha de Ródão,2010,33.3
Abrantes,2010,74.8
Alcanena,2010,102.7
Constância,2010,62.5
Entroncamento,2010,83.5
Ferreira do Zêzere,2010,55.6
Mação,2010,125.0
Ourém,2010,47.6
Sardoal,2010,53.8
Sertã,2010,50.8
Tomar,2010,60.3
Torres Novas,2010,84.9
Vila de Rei,2010,25.0
Vila Nova da Barquinha,2010,50.0
Almeida,2010,60.0
Belmonte,2010,57.7
Celorico da Beira,2010,80.0
Covilhã,2010,70.6
Figueira de Castelo Rodrigo,2010,10.0
Fornos de Algodres,2010,40.0
Fundão,2010,55.3
Gouveia,2010,63.6
Guarda,2010,47.3
Manteigas,2010,27.3
Mêda,2010,31.3
Pinhel,2010,78.3
Sabugal,2010,46.7
Seia,2010,40.2
Trancoso,2010,20.0
Alcochete,2010,71.9
Almada,2010,79.7
Amadora,2010,83.3
Barreiro,2010,67.5
Cascais,2010,90.1
Lisboa,2010,47.5
Loures,2010,65.1
Mafra,2010,71.9
Moita,2010,94.3
Montijo,2010,101.1
Odivelas,2010,
Oeiras,2010,94.0
Palmela,2010,68.7
Seixal,2010,101.3
Sesimbra,2010,82.7
Setúbal,2010,79.5
Sintra,2010,108.8
Vila Franca de Xira,2010,119.1
Alcácer do Sal,2010,50.0
Grândola,2010,83.3
Odemira,2010,66.1
Santiago do Cacém,2010,62.4
Sines,2010,85.1
Aljustrel,2010,52.8
Almodôvar,2010,46.7
Alvito,2010,100.0
Barrancos,2010,50.0
Beja,2010,69.0
Castro Verde,2010,33.3
Cuba,2010,43.8
Ferreira do Alentejo,2010,91.3
Mértola,2010,10.0
Moura,2010,58.5
Ourique,2010,53.3
Serpa,2010,100.0
Vidigueira,2010,122.2
Almeirim,2010,85.5
Alpiarça,2010,117.6
Azambuja,2010,74.4
Benavente,2010,80.4
Cartaxo,2010,80.0
Chamusca,2010,176.9
Coruche,2010,76.1
Golegã,2010,37.5
Rio Maior,2010,57.8
Salvaterra de Magos,2010,95.7
Santarém,2010,92.9
Alter do Chão,2010,22.2
Arronches,2010,114.3
Avis,2010,91.7
Campo Maior,2010,63.2
Castelo de Vide,2010,69.2
Crato,2010,37.5
Elvas,2010,91.8
Fronteira,2010,27.3
Gavião,2010,30.0
Marvão,2010,100.0
Monforte,2010,41.7
Nisa,2010,72.2
Ponte de Sor,2010,102.8
Portalegre,2010,100.0
Sousel,2010,116.7
Alandroal,2010,76.9
Arraiolos,2010,84.6
Borba,2010,56.5
Estremoz,2010,78.0
Évora,2010,66.2
Montemor-o-Novo,2010,64.2
Mora,2010,68.8
Mourão,2010,300.0
Portel,2010,91.7
Redondo,2010,93.8
Reguengos de Monsaraz,2010,79.4
Vendas Novas,2010,75.6
Viana do Alentejo,2010,140.0
Vila Viçosa,2010,79.3
Albufeira,2010,55.6
Alcoutim,2010,8.3
Aljezur,2010,87.5
Castro Marim,2010,51.7
Faro,2010,57.1
Lagoa,2010,96.8
Lagos,2010,46.2
Loulé,2010,88.6
Monchique,2010,25.0
Olhão,2010,107.7
Portimão,2010,114.6
São Brás de Alportel,2010,59.6
Silves,2010,78.8
Tavira,2010,70.1
Vila do Bispo,2010,76.5
Vila Real de Santo António,2010,98.0
Vila do Porto,2010,73.3
Lagoa [R.A.A.],2010,83.3
Nordeste,2010,89.5
Ponta Delgada,2010,57.5
Povoação,2010,96.7
Ribeira Grande,2010,43.5
Vila Franca do Campo,2010,58.1
Angra do Heroísmo,2010,66.8
Vila da Praia da Vitória,2010,63.7
Santa Cruz da Graciosa,2010,86.7
Calheta [R.A.A.],2010,23.5
Velas,2010,25.0
Lajes do Pico,2010,47.4
Madalena,2010,45.5
São Roque do Pico,2010,125.0
Horta,2010,79.3
Lajes das Flores,2010,57.1
Santa Cruz das Flores,2010,160.0
Corvo,2010,0.0
Calheta [R.A.M.],2010,91.7
Câmara de Lobos,2010,70.6
Funchal,2010,53.1
Machico,2010,39.8
Ponta do Sol,2010,71.1
Porto Moniz,2010,26.3
Ribeira Brava,2010,36.0
Santa Cruz,2010,172.5
Santana,2010,36.7
São Vicente,2010,72.7
Porto Santo,2010,57.1
Arcos de Valdevez,2011,80.0
Caminha,2011,55.0
Melgaço,2011,53.8
Monção,2011,66.0
Paredes de Coura,2011,46.4
Ponte da Barca,2011,40.4
Ponte de Lima,2011,49.0
Valença,2011,64.9
Viana do Castelo,2011,54.0
Vila Nova de Cerveira,2011,34.8
Amares,2011,25.8
Barcelos,2011,48.7
Braga,2011,65.1
Esposende,2011,38.0
Terras de Bouro,2011,83.3
Vila Verde,2011,46.4
Cabeceiras de Basto,2011,35.4
Fafe,2011,46.7
Guimarães,2011,59.5
Mondim de Basto,2011,9.5
Póvoa de Lanhoso,2011,29.5
Vieira do Minho,2011,38.9
Vila Nova de Famalicão,2011,67.1
Vizela,2011,53.1
Arouca,2011,37.4
Espinho,2011,44.9
Gondomar,2011,130.7
Maia,2011,98.9
Matosinhos,2011,99.1
Oliveira de Azeméis,2011,78.1
Paredes,2011,56.8
Porto,2011,72.8
Póvoa de Varzim,2011,62.7
Santa Maria da Feira,2011,101.0
Santo Tirso,2011,72.2
São João da Madeira,2011,58.7
Trofa,2011,49.7
Vale de Cambra,2011,67.0
Valongo,2011,102.5
Vila do Conde,2011,61.5
Vila Nova de Gaia,2011,98.8
Boticas,2011,33.3
Chaves,2011,79.6
Montalegre,2011,45.2
Ribeira de Pena,2011,41.4
Valpaços,2011,55.4
Vila Pouca de Aguiar,2011,42.4
Amarante,2011,42.1
Baião,2011,64.3
Castelo de Paiva,2011,45.2
Celorico de Basto,2011,51.3
Cinfães,2011,77.6
Felgueiras,2011,56.8
Lousada,2011,62.6
Marco de Canaveses,2011,56.9
Paços de Ferreira,2011,65.1
Penafiel,2011,55.7
Resende,2011,40.6
Alijó,2011,94.1
Armamar,2011,52.6
Carrazeda de Ansiães,2011,70.0
Freixo de Espada à Cinta,2011,100.0
Lamego,2011,45.4
Mesão Frio,2011,71.4
Moimenta da Beira,2011,50.0
Murça,2011,29.6
Penedono,2011,18.8
Peso da Régua,2011,63.9
Sabrosa,2011,108.3
Santa Marta de Penaguião,2011,70.8
São João da Pesqueira,2011,43.8
Sernancelhe,2011,50.0
Tabuaço,2011,47.6
Tarouca,2011,41.0
Torre de Moncorvo,2011,143.8
Vila Nova de Foz Côa,2011,40.0
Vila Real,2011,50.9
Alfândega da Fé,2011,110.0
Bragança,2011,63.9
Macedo de Cavaleiros,2011,44.1
Miranda do Douro,2011,38.1
Mirandela,2011,58.3
Mogadouro,2011,56.0
Vila Flor,2011,36.0
Vimioso,2011,46.7
Vinhais,2011,109.1
Alcobaça,2011,132.2
Alenquer,2011,43.9
Arruda dos Vinhos,2011,60.9
Bombarral,2011,76.7
Cadaval,2011,87.2
Caldas da Rainha,2011,89.4
Lourinhã,2011,63.3
Nazaré,2011,44.7
Óbidos,2011,55.6
Peniche,2011,61.6
Sobral de Monte Agraço,2011,41.0
Torres Vedras,2011,84.6
Águeda,2011,88.4
Albergaria-a-Velha,2011,64.2
Anadia,2011,79.3
Aveiro,2011,67.2
Estarreja,2011,90.1
Ílhavo,2011,118.2
Murtosa,2011,55.9
Oliveira do Bairro,2011,78.0
Ovar,2011,83.2
Sever do Vouga,2011,85.7
Vagos,2011,67.0
Arganil,2011,67.9
Cantanhede,2011,77.0
Coimbra,2011,84.8
Condeixa-a-Nova,2011,80.0
Figueira da Foz,2011,77.0
Góis,2011,100.0
Lousã,2011,112.0
Mealhada,2011,95.2
Mira,2011,58.6
Miranda do Corvo,2011,72.5
Montemor-o-Velho,2011,67.4
Mortágua,2011,62.1
Oliveira do Hospital,2011,183.9
