Municipality,Year,Value
Sobral de Monte Agraço,2008,
Torres Vedras,2008,
Águeda,2008,
Albergaria-a-Velha,2008,
Anadia,2008,
Aveiro,2008,
Estarreja,2008,
Ílhavo,2008,
Murtosa,2008,
Oliveira do Bairro,2008,
Ovar,2008,
Sever do Vouga,2008,
Vagos,2008,
Arganil,2008,
Cantanhede,2008,
Coimbra,2008,
Condeixa-a-Nova,2008,
Figueira da Foz,2008,
Góis,2008,
Lousã,2008,
Mealhada,2008,
Mira,2008,
Miranda do Corvo,2008,
Montemor-o-Velho,2008,
Mortágua,2008,
Oliveira do Hospital,2008,
Pampilhosa da Serra,2008,
Penacova,2008,
Penela,2008,
Soure,2008,
Tábua,2008,
Vila Nova de Poiares,2008,
Alvaiázere,2008,
Ansião,2008,
Batalha,2008,
Castanheira de Pêra,2008,
Figueiró dos Vinhos,2008,
Leiria,2008,
Marinha Grande,2008,
Pedrógão Grande,2008,
Pombal,2008,
Porto de Mós,2008,
Aguiar da Beira,2008,
Carregal do Sal,2008,
Castro Daire,2008,
Mangualde,2008,
Nelas,2008,
Oliveira de Frades,2008,
Penalva do Castelo,2008,
Santa Comba Dão,2008,
São Pedro do Sul,2008,
Sátão,2008,
Tondela,2008,
Vila Nova de Paiva,2008,
Viseu,2008,
Vouzela,2008,
Castelo Branco,2008,
Idanha-a-Nova,2008,
Oleiros,2008,
Penamacor,2008,
Proença-a-Nova,2008,
Vila Velha de Ródão,2008,
Abrantes,2008,
Alcanena,2008,
Constância,2008,
Entroncamento,2008,
Ferreira do Zêzere,2008,
Mação,2008,
Ourém,2008,
Sardoal,2008,
Sertã,2008,
Tomar,2008,
Torres Novas,2008,
Vila de Rei,2008,
Vila Nova da Barquinha,2008,
Almeida,2008,
Belmonte,2008,
Celorico da Beira,2008,
Covilhã,2008,
Figueira de Castelo Rodrigo,2008,
Fornos de Algodres,2008,
Fundão,2008,
Gouveia,2008,
Guarda,2008,
Manteigas,2008,
Mêda,2008,
Pinhel,2008,
Sabugal,2008,
Seia,2008,
Trancoso,2008,
Alcochete,2008,
Almada,2008,
Amadora,2008,
Barreiro,2008,
Cascais,2008,
Lisboa,2008,
Loures,2008,
Mafra,2008,
Moita,2008,
Montijo,2008,
Odivelas,2008,
Oeiras,2008,
Palmela,2008,
Seixal,2008,
Sesimbra,2008,
Setúbal,2008,
Sintra,2008,
Vila Franca de Xira,2008,
Alcácer do Sal,2008,
Grândola,2008,
Odemira,2008,
Santiago do Cacém,2008,
Sines,2008,
Aljustrel,2008,
Almodôvar,2008,
Alvito,2008,
Barrancos,2008,
Beja,2008,
Castro Verde,2008,
Cuba,2008,
Ferreira do Alentejo,2008,
Mértola,2008,
Moura,2008,
Ourique,2008,
Serpa,2008,
Vidigueira,2008,
Almeirim,2008,
Alpiarça,2008,
Azambuja,2008,
Benavente,2008,
Cartaxo,2008,
Chamusca,2008,
Coruche,2008,
Golegã,2008,
Rio Maior,2008,
Salvaterra de Magos,2008,
Santarém,2008,
Alter do Chão,2008,
Arronches,2008,
Avis,2008,
Campo Maior,2008,
Castelo de Vide,2008,
Crato,2008,
Elvas,2008,
Fronteira,2008,
Gavião,2008,
Marvão,2008,
Monforte,2008,
Nisa,2008,
Ponte de Sor,2008,
Portalegre,2008,
Sousel,2008,
Alandroal,2008,
Arraiolos,2008,
Borba,2008,
Estremoz,2008,
Évora,2008,
Montemor-o-Novo,2008,
Mora,2008,
Mourão,2008,
Portel,2008,
Redondo,2008,
Reguengos de Monsaraz,2008,
Vendas Novas,2008,
Viana do Alentejo,2008,
Vila Viçosa,2008,
Albufeira,2008,
Alcoutim,2008,
Aljezur,2008,
Castro Marim,2008,
Faro,2008,
Lagoa,2008,
Lagos,2008,
Loulé,2008,
Monchique,2008,
Olhão,2008,
Portimão,2008,
São Brás de Alportel,2008,
Silves,2008,
Tavira,2008,
Vila do Bispo,2008,
Vila Real de Santo António,2008,
Vila do Porto,2008,
Lagoa [R.A.A.],2008,
Nordeste,2008,
Ponta Delgada,2008,
Povoação,2008,
Ribeira Grande,2008,
Vila Franca do Campo,2008,
Angra do Heroísmo,2008,
Vila da Praia da Vitória,2008,
Santa Cruz da Graciosa,2008,
Calheta [R.A.A.],2008,
Velas,2008,
Lajes do Pico,2008,
Madalena,2008,
São Roque do Pico,2008,
Horta,2008,
Lajes das Flores,2008,
Santa Cruz das Flores,2008,
Corvo,2008,
Calheta [R.A.M.],2008,
Câmara de Lobos,2008,
Funchal,2008,
Machico,2008,
Ponta do Sol,2008,
Porto Moniz,2008,
Ribeira Brava,2008,
Santa Cruz,2008,
Santana,2008,
São Vicente,2008,
Porto Santo,2008,
Arcos de Valdevez,2009,51.6
Caminha,2009,32.8
Melgaço,2009,63.3
Monção,2009,44.5
Paredes de Coura,2009,42.2
Ponte da Barca,2009,36.8
Ponte de Lima,2009,28.9
Valença,2009,33.3
Viana do Castelo,2009,27.1
Vila Nova de Cerveira,2009,33.4
Amares,2009,22.6
Barcelos,2009,18.2
Braga,2009,17.0
Esposende,2009,19.4
Terras de Bouro,2009,38.5
Vila Verde,2009,24.6
Cabeceiras de Basto,2009,28.8
Fafe,2009,21.7
Guimarães,2009,17.6
Mondim de Basto,2009,30.9
Póvoa de Lanhoso,2009,23.7
Vieira do Minho,2009,32.5
Vila Nova de Famalicão,2009,18.0
Vizela,2009,14.7
Arouca,2009,26.0
Espinho,2009,27.1
Gondomar,2009,19.3
Maia,2009,17.5
Matosinhos,2009,21.0
Oliveira de Azeméis,2009,23.1
Paredes,2009,15.0
Porto,2009,34.4
Póvoa de Varzim,2009,19.0
Santa Maria da Feira,2009,19.5
Santo Tirso,2009,22.6
São João da Madeira,2009,20.8
Trofa,2009,16.7
Vale de Cambra,2009,28.6
Valongo,2009,17.2
Vila do Conde,2009,19.6
Vila Nova de Gaia,2009,20.2
Boticas,2009,50.1
Chaves,2009,36.1
Montalegre,2009,54.5
Ribeira de Pena,2009,41.1
Valpaços,2009,51.5
Vila Pouca de Aguiar,2009,40.7
Amarante,2009,21.8
Baião,2009,27.8
Castelo de Paiva,2009,21.3
Celorico de Basto,2009,28.6
Cinfães,2009,31.1
Felgueiras,2009,16.0
Lousada,2009,14.2
Marco de Canaveses,2009,17.5
Paços de Ferreira,2009,14.2
Penafiel,2009,17.0
Resende,2009,34.4
Alijó,2009,45.9
Armamar,2009,39.2
Carrazeda de Ansiães,2009,56.0
Freixo de Espada à Cinta,2009,60.0
Lamego,2009,29.0
Mesão Frio,2009,30.2
Moimenta da Beira,2009,35.3
Murça,2009,43.1
Penedono,2009,45.1
Peso da Régua,2009,27.5
Sabrosa,2009,40.3
Santa Marta de Penaguião,2009,37.7
São João da Pesqueira,2009,35.3
Sernancelhe,2009,40.5
Tabuaço,2009,35.9
Tarouca,2009,30.2
Torre de Moncorvo,2009,58.6
Vila Nova de Foz Côa,2009,52.9
Vila Real,2009,24.7
Alfândega da Fé,2009,53.4
Bragança,2009,32.4
Macedo de Cavaleiros,2009,43.9
Miranda do Douro,2009,54.7
Mirandela,2009,37.1
Mogadouro,2009,54.1
Vila Flor,2009,44.9
Vimioso,2009,67.8
Vinhais,2009,68.4
Alcobaça,2009,29.2
Alenquer,2009,26.1
Arruda dos Vinhos,2009,26.5
Bombarral,2009,34.5
Cadaval,2009,40.0
Caldas da Rainha,2009,29.7
Lourinhã,2009,27.6
Nazaré,2009,27.0
Óbidos,2009,33.6
Peniche,2009,28.3
Sobral de Monte Agraço,2009,24.7
Torres Vedras,2009,28.3
Águeda,2009,27.0
Albergaria-a-Velha,2009,24.1
Anadia,2009,34.5
Aveiro,2009,23.2
Estarreja,2009,28.3
Ílhavo,2009,22.6
Murtosa,2009,31.4
Oliveira do Bairro,2009,30.2
Ovar,2009,21.2
Sever do Vouga,2009,33.9
Vagos,2009,27.0
Arganil,2009,46.9
Cantanhede,2009,36.8
Coimbra,2009,28.4
Condeixa-a-Nova,2009,27.6
Figueira da Foz,2009,32.5
Góis,2009,59.0
Lousã,2009,24.9
Mealhada,2009,31.0
Mira,2009,36.1
Miranda do Corvo,2009,29.1
Montemor-o-Velho,2009,33.4
Mortágua,2009,41.4
Oliveira do Hospital,2009,36.3
Pampilhosa da Serra,2009,76.8
Penacova,2009,35.5
Penela,2009,48.0
Soure,2009,43.7
Tábua,2009,37.2
Vila Nova de Poiares,2009,27.5
Alvaiázere,2009,54.4
Ansião,2009,40.6
Batalha,2009,27.4
Castanheira de Pêra,2009,48.8
Figueiró dos Vinhos,2009,47.8
Leiria,2009,23.7
Marinha Grande,2009,26.0
Pedrógão Grande,2009,61.6
Pombal,2009,35.1
Porto de Mós,2009,30.0
Aguiar da Beira,2009,42.9
Carregal do Sal,2009,37.9
Castro Daire,2009,42.3
Mangualde,2009,35.2
Nelas,2009,35.7
Oliveira de Frades,2009,31.4
Penalva do Castelo,2009,43.9
Santa Comba Dão,2009,37.9
São Pedro do Sul,2009,40.9
Sátão,2009,33.0
Tondela,2009,42.9
Vila Nova de Paiva,2009,41.5
Viseu,2009,25.6
Vouzela,2009,42.5
Castelo Branco,2009,35.4
Idanha-a-Nova,2009,89.7
Oleiros,2009,69.3
Penamacor,2009,87.5
Proença-a-Nova,2009,55.1
Vila Velha de Ródão,2009,74.5
Abrantes,2009,41.1
Alcanena,2009,34.9
Constância,2009,32.2
Entroncamento,2009,25.0
Ferreira do Zêzere,2009,47.2
Mação,2009,73.8
Ourém,2009,32.6
Sardoal,2009,42.0
Sertã,2009,47.4
Tomar,2009,39.0
Torres Novas,2009,36.0
Vila de Rei,2009,65.1
Vila Nova da Barquinha,2009,38.1
Almeida,2009,59.2
Belmonte,2009,39.3
Celorico da Beira,2009,47.9
Covilhã,2009,34.0
Figueira de Castelo Rodrigo,2009,53.9
Fornos de Algodres,2009,47.7
Fundão,2009,43.9
Gouveia,2009,51.5
Guarda,2009,29.9
Manteigas,2009,38.9
Mêda,2009,60.2
Pinhel,2009,52.8
Sabugal,2009,75.2
Seia,2009,35.9
Trancoso,2009,46.7
Alcochete,2009,22.3
Almada,2009,29.2
Amadora,2009,27.6
Barreiro,2009,30.7
Cascais,2009,24.7
Lisboa,2009,41.4
Loures,2009,23.8
Mafra,2009,22.2
Moita,2009,22.7
Montijo,2009,24.6
Odivelas,2009,22.4
Oeiras,2009,27.4
Palmela,2009,24.3
Seixal,2009,19.3
Sesimbra,2009,22.4
Setúbal,2009,25.2
Sintra,2009,18.4
Vila Franca de Xira,2009,18.3
Alcácer do Sal,2009,39.8
Grândola,2009,40.8
Odemira,2009,44.1
Santiago do Cacém,2009,35.7
Sines,2009,22.5
Aljustrel,2009,36.9
Almodôvar,2009,47.1
Alvito,2009,34.7
Barrancos,2009,39.5
Beja,2009,31.4
Castro Verde,2009,38.5
Cuba,2009,39.0
Ferreira do Alentejo,2009,40.8
Mértola,2009,62.2
Moura,2009,36.9
Ourique,2009,53.9
Serpa,2009,40.1
Vidigueira,2009,43.9
Almeirim,2009,32.3
Alpiarça,2009,39.5
Azambuja,2009,30.4
Benavente,2009,23.3
Cartaxo,2009,30.5
Chamusca,2009,43.0
Coruche,2009,48.2
Golegã,2009,36.4
Rio Maior,2009,30.0
Salvaterra de Magos,2009,32.2
Santarém,2009,34.4
Alter do Chão,2009,55.6
Arronches,2009,53.7
Avis,2009,49.7
Campo Maior,2009,32.8
Castelo de Vide,2009,49.5
Crato,2009,55.8
Elvas,2009,34.8
Fronteira,2009,43.8
Gavião,2009,75.3
Marvão,2009,58.1
Monforte,2009,48.6
Nisa,2009,68.5
Ponte de Sor,2009,40.7
Portalegre,2009,36.3
Sousel,2009,53.5
Alandroal,2009,52.9
Arraiolos,2009,43.0
Borba,2009,42.2
Estremoz,2009,47.4
Évora,2009,29.2
Montemor-o-Novo,2009,45.3
Mora,2009,54.3
Mourão,2009,37.7
Portel,2009,44.0
Redondo,2009,40.5
Reguengos de Monsaraz,2009,39.1
Vendas Novas,2009,37.6
Viana do Alentejo,2009,39.6
Vila Viçosa,2009,33.8
Albufeira,2009,18.9
Alcoutim,2009,89.5
Aljezur,2009,52.5
Castro Marim,2009,43.4
Faro,2009,24.8
Lagoa,2009,25.5
Lagos,2009,28.7
Loulé,2009,28.4
Monchique,2009,55.8
Olhão,2009,25.8
Portimão,2009,25.4
São Brás de Alportel,2009,33.9
Silves,2009,35.4
Tavira,2009,38.7
Vila do Bispo,2009,39.3
Vila Real de Santo António,2009,27.5
Vila do Porto,2009,18.2
Lagoa [R.A.A.],2009,14.4
Nordeste,2009,27.5
Ponta Delgada,2009,15.2
Povoação,2009,21.7
Ribeira Grande,2009,12.1
Vila Franca do Campo,2009,16.6
Angra do Heroísmo,2009,20.9
Vila da Praia da Vitória,2009,18.6
Santa Cruz da Graciosa,2009,32.3
Calheta [R.A.A.],2009,30.5
Velas,2009,25.7
Lajes do Pico,2009,32.0
Madalena,2009,27.1
São Roque do Pico,2009,27.1
Horta,2009,21.2
Lajes das Flores,2009,31.4
Santa Cruz das Flores,2009,23.6
Corvo,2009,28.7
Calheta [R.A.M.],2009,35.1
Câmara de Lobos,2009,14.1
Funchal,2009,20.8
Machico,2009,17.5
Ponta do Sol,2009,26.9
Porto Moniz,2009,39.1
Ribeira Brava,2009,23.1
Santa Cruz,2009,14.0
Santana,2009,36.4
São Vicente,2009,36.7
Porto Santo,2009,15.7
Arcos de Valdevez,2010,52.6
Caminha,2010,33.9
Melgaço,2010,64.6
Monção,2010,45.2
Paredes de Coura,2010,43.2
Ponte da Barca,2010,37.3
Ponte de Lima,2010,29.5
Valença,2010,33.5
Viana do Castelo,2010,27.8
Vila Nova de Cerveira,2010,33.3
Amares,2010,22.9
Barcelos,2010,18.7
Braga,2010,17.5
Esposende,2010,19.8
Terras de Bouro,2010,38.8
Vila Verde,2010,25.0
Cabeceiras de Basto,2010,29.1
Fafe,2010,22.2
Guimarães,2010,18.2
Mondim de Basto,2010,32.2
Póvoa de Lanhoso,2010,24.3
Vieira do Minho,2010,33.5
Vila Nova de Famalicão,2010,18.5
Vizela,2010,15.1
Arouca,2010,26.3
Espinho,2010,28.2
Gondomar,2010,20.1
Maia,2010,18.2
Matosinhos,2010,21.9
Oliveira de Azeméis,2010,24.0
Paredes,2010,15.5
Porto,2010,35.6
Póvoa de Varzim,2010,19.7
Santa Maria da Feira,2010,20.2
Santo Tirso,2010,23.3
São João da Madeira,2010,21.5
Trofa,2010,17.4
Vale de Cambra,2010,29.7
Valongo,2010,18.0
Vila do Conde,2010,20.3
Vila Nova de Gaia,2010,21.0
Boticas,2010,51.2
Chaves,2010,37.0
Montalegre,2010,56.1
Ribeira de Pena,2010,41.9
Valpaços,2010,52.8
Vila Pouca de Aguiar,2010,42.0
Amarante,2010,22.4
Baião,2010,28.0
Castelo de Paiva,2010,21.8
Celorico de Basto,2010,29.0
Cinfães,2010,31.5
Felgueiras,2010,16.6
Lousada,2010,14.6
Marco de Canaveses,2010,17.9
Paços de Ferreira,2010,14.7
Penafiel,2010,17.5
Resende,2010,34.3
Alijó,2010,46.7
Armamar,2010,40.3
Carrazeda de Ansiães,2010,57.0
Freixo de Espada à Cinta,2010,59.8
Lamego,2010,29.6
Mesão Frio,2010,29.9
Moimenta da Beira,2010,36.1
Murça,2010,44.0
Penedono,2010,45.1
Peso da Régua,2010,28.0
Sabrosa,2010,40.8
Santa Marta de Penaguião,2010,38.8
São João da Pesqueira,2010,35.5
Sernancelhe,2010,41.3
Tabuaço,2010,36.3
Tarouca,2010,30.4
Torre de Moncorvo,2010,59.9
Vila Nova de Foz Côa,2010,53.2
Vila Real,2010,25.4
Alfândega da Fé,2010,54.8
Bragança,2010,33.3
Macedo de Cavaleiros,2010,44.9
Miranda do Douro,2010,55.2
Mirandela,2010,38.1
Mogadouro,2010,55.7
Vila Flor,2010,46.3
Vimioso,2010,69.3
Vinhais,2010,70.5
Alcobaça,2010,29.9
Alenquer,2010,26.4
Arruda dos Vinhos,2010,27.1
Bombarral,2010,34.4
Cadaval,2010,40.8
Caldas da Rainha,2010,30.2
Lourinhã,2010,27.8
Nazaré,2010,27.7
Óbidos,2010,34.2
Peniche,2010,29.0
Sobral de Monte Agraço,2010,25.1
Torres Vedras,2010,28.7
Águeda,2010,27.9
Albergaria-a-Velha,2010,24.8
Anadia,2010,35.3
Aveiro,2010,23.7
Estarreja,2010,28.8
Ílhavo,2010,23.3
Murtosa,2010,31.3
Oliveira do Bairro,2010,30.8
Ovar,2010,21.7
Sever do Vouga,2010,34.9
Vagos,2010,27.6
Arganil,2010,47.3
Cantanhede,2010,37.6
Coimbra,2010,29.2
Condeixa-a-Nova,2010,27.8
Figueira da Foz,2010,33.3
Góis,2010,58.2
Lousã,2010,25.0
Mealhada,2010,31.3
Mira,2010,37.1
Miranda do Corvo,2010,29.9
Montemor-o-Velho,2010,33.9
Mortágua,2010,42.5
Oliveira do Hospital,2010,36.6
Pampilhosa da Serra,2010,77.4
Penacova,2010,36.4
Penela,2010,48.3
Soure,2010,44.5
Tábua,2010,37.3
Vila Nova de Poiares,2010,27.4
Alvaiázere,2010,55.0
Ansião,2010,40.7
Batalha,2010,27.6
Castanheira de Pêra,2010,49.8
Figueiró dos Vinhos,2010,49.1
Leiria,2010,24.3
Marinha Grande,2010,26.7
Pedrógão Grande,2010,60.8
Pombal,2010,35.6
Porto de Mós,2010,30.6
Aguiar da Beira,2010,43.1
Carregal do Sal,2010,38.8
Castro Daire,2010,42.7
Mangualde,2010,35.9
Nelas,2010,36.5
Oliveira de Frades,2010,31.9
Penalva do Castelo,2010,44.8
Santa Comba Dão,2010,39.0
São Pedro do Sul,2010,41.5
Sátão,2010,34.2
Tondela,2010,43.8
Vila Nova de Paiva,2010,42.3
Viseu,2010,26.3
Vouzela,2010,43.8
Castelo Branco,2010,35.8
Idanha-a-Nova,2010,88.7
Oleiros,2010,69.3
Penamacor,2010,87.1
Proença-a-Nova,2010,55.1
Vila Velha de Ródão,2010,74.5
Abrantes,2010,41.5
Alcanena,2010,35.3
Constância,2010,32.9
Entroncamento,2010,25.4
Ferreira do Zêzere,2010,46.9
Mação,2010,73.3
Ourém,2010,32.9
Sardoal,2010,41.0
Sertã,2010,47.0
Tomar,2010,39.7
Torres Novas,2010,36.9
Vila de Rei,2010,64.8
Vila Nova da Barquinha,2010,39.3
Almeida,2010,60.2
Belmonte,2010,39.8
Celorico da Beira,2010,48.5
Covilhã,2010,35.0
Figueira de Castelo Rodrigo,2010,54.3
Fornos de Algodres,2010,47.9
Fundão,2010,44.3
Gouveia,2010,52.5
Guarda,2010,30.4
Manteigas,2010,39.5
Mêda,2010,61.7
Pinhel,2010,53.7
Sabugal,2010,75.3
Seia,2010,36.9
Trancoso,2010,47.4
Alcochete,2010,22.7
Almada,2010,30.1
Amadora,2010,28.8
Barreiro,2010,32.3
Cascais,2010,25.5
Lisboa,2010,42.3
Loures,2010,25.0
Mafra,2010,22.3
Moita,2010,23.7
Montijo,2010,24.7
Odivelas,2010,23.7
Oeiras,2010,28.8
Palmela,2010,25.0
Seixal,2010,20.5
Sesimbra,2010,22.8
Setúbal,2010,26.1
Sintra,2010,19.2
Vila Franca de Xira,2010,18.9
Alcácer do Sal,2010,40.9
Grândola,2010,40.8
Odemira,2010,44.0
Santiago do Cacém,2010,36.4
Sines,2010,23.1
Aljustrel,2010,37.8
Almodôvar,2010,47.8
Alvito,2010,35.0
Barrancos,2010,38.1
Beja,2010,31.7
Castro Verde,2010,38.1
Cuba,2010,39.0
Ferreira do Alentejo,2010,40.8
Mértola,2010,62.0
Moura,2010,37.1
Ourique,2010,54.0
Serpa,2010,40.4
Vidigueira,2010,42.6
Almeirim,2010,33.0
Alpiarça,2010,39.6
Azambuja,2010,31.0
Benavente,2010,23.7
Cartaxo,2010,31.2
Chamusca,2010,43.6
Coruche,2010,48.8
Golegã,2010,36.4
Rio Maior,2010,30.4
Salvaterra de Magos,2010,32.9
Santarém,2010,34.9
Alter do Chão,2010,54.7
Arronches,2010,53.6
Avis,2010,49.5
Campo Maior,2010,32.7
Castelo de Vide,2010,49.2
Crato,2010,56.0
Elvas,2010,34.8
Fronteira,2010,44.0
Gavião,2010,74.6
Marvão,2010,56.9
Monforte,2010,47.9
Nisa,2010,68.3
Ponte de Sor,2010,40.7
Portalegre,2010,36.9
Sousel,2010,53.8
Alandroal,2010,53.0
Arraiolos,2010,42.5
Borba,2010,42.4
Estremoz,2010,47.4
Évora,2010,29.5
Montemor-o-Novo,2010,45.9
Mora,2010,54.1
Mourão,2010,37.6
Portel,2010,44.0
Redondo,2010,39.9
Reguengos de Monsaraz,2010,39.0
Vendas Novas,2010,39.2
Viana do Alentejo,2010,39.3
Vila Viçosa,2010,34.1
Albufeira,2010,19.2
Alcoutim,2010,90.9
Aljezur,2010,53.4
Castro Marim,2010,43.4
Faro,2010,25.3
Lagoa,2010,26.0
Lagos,2010,29.1
Loulé,2010,28.6
Monchique,2010,56.7
Olhão,2010,26.1
Portimão,2010,25.7
São Brás de Alportel,2010,34.1
Silves,2010,35.6
Tavira,2010,39.1
Vila do Bispo,2010,40.4
Vila Real de Santo António,2010,27.9
Vila do Porto,2010,18.0
Lagoa [R.A.A.],2010,14.7
Nordeste,2010,27.4
Ponta Delgada,2010,15.5
Povoação,2010,21.9
Ribeira Grande,2010,12.0
Vila Franca do Campo,2010,16.6
Angra do Heroísmo,2010,21.0
Vila da Praia da Vitória,2010,18.7
Santa Cruz da Graciosa,2010,31.9
Calheta [R.A.A.],2010,30.8
Velas,2010,25.5
Lajes do Pico,2010,33.0
Madalena,2010,26.9
São Roque do Pico,2010,27.3
Horta,2010,21.7
Lajes das Flores,2010,31.6
Santa Cruz das Flores,2010,24.2
Corvo,2010,31.0
Calheta [R.A.M.],2010,35.1
Câmara de Lobos,2010,14.2
Funchal,2010,21.1
Machico,2010,17.9
Ponta do Sol,2010,26.6
Porto Moniz,2010,38.2
Ribeira Brava,2010,23.0
Santa Cruz,2010,13.9
Santana,2010,36.6
São Vicente,2010,36.8
Porto Santo,2010,15.8
Arcos de Valdevez,2011,53.2
Caminha,2011,34.7
Melgaço,2011,65.4
Monção,2011,45.9
Paredes de Coura,2011,43.9
Ponte da Barca,2011,37.5
Ponte de Lima,2011,29.9
Valença,2011,33.9
Viana do Castelo,2011,28.5
Vila Nova de Cerveira,2011,33.6
Amares,2011,23.3
Barcelos,2011,19.3
Braga,2011,18.1
Esposende,2011,20.1
Terras de Bouro,2011,38.9
Vila Verde,2011,25.4
Cabeceiras de Basto,2011,29.1
Fafe,2011,22.8
Guimarães,2011,18.8
Mondim de Basto,2011,32.8
Póvoa de Lanhoso,2011,24.9
Vieira do Minho,2011,34.3
Vila Nova de Famalicão,2011,19.1
Vizela,2011,15.6
Arouca,2011,26.6
Espinho,2011,29.6
Gondomar,2011,20.9
Maia,2011,19.0
Matosinhos,2011,23.0
Oliveira de Azeméis,2011,25.0
Paredes,2011,16.1
Porto,2011,37.0
Póvoa de Varzim,2011,20.5
Santa Maria da Feira,2011,20.9
Santo Tirso,2011,24.2
São João da Madeira,2011,22.3
Trofa,2011,18.2
Vale de Cambra,2011,30.9
Valongo,2011,18.8
Vila do Conde,2011,21.0
Vila Nova de Gaia,2011,21.8
Boticas,2011,52.1
Chaves,2011,37.9
Montalegre,2011,57.0
Ribeira de Pena,2011,42.3
Valpaços,2011,54.1
Vila Pouca de Aguiar,2011,43.1
Amarante,2011,22.8
Baião,2011,28.1
Castelo de Paiva,2011,22.4
Celorico de Basto,2011,29.2
Cinfães,2011,31.7
Felgueiras,2011,17.1
Lousada,2011,15.1
Marco de Canaveses,2011,18.3
Paços de Ferreira,2011,15.2
Penafiel,2011,18.0
Resende,2011,34.3
Alijó,2011,47.1
Armamar,2011,40.8
Carrazeda de Ansiães,2011,57.1
Freixo de Espada à Cinta,2011,59.0
Lamego,2011,30.0
Mesão Frio,2011,30.0
Moimenta da Beira,2011,36.7
Murça,2011,44.4
Penedono,2011,44.4
Peso da Régua,2011,28.4
Sabrosa,2011,41.0
Santa Marta de Penaguião,2011,39.1
São João da Pesqueira,2011,35.0
Sernancelhe,2011,41.4
Tabuaço,2011,36.4
Tarouca,2011,30.4
Torre de Moncorvo,2011,60.4
Vila Nova de Foz Côa,2011,53.1
Vila Real,2011,26.0
Alfândega da Fé,2011,55.0
Bragança,2011,34.0
Macedo de Cavaleiros,2011,45.9
Miranda do Douro,2011,55.1
Mirandela,2011,38.8
Mogadouro,2011,56.4
Vila Flor,2011,47.0
Vimioso,2011,69.2
Vinhais,2011,71.7
Alcobaça,2011,30.6
Alenquer,2011,26.7
Arruda dos Vinhos,2011,27.8
Bombarral,2011,34.5
Cadaval,2011,41.8
Caldas da Rainha,2011,30.8
Lourinhã,2011,28.2
Nazaré,2011,28.7
Óbidos,2011,35.2
Peniche,2011,30.0
Sobral de Monte Agraço,2011,25.7
Torres Vedras,2011,29.2
Águeda,2011,28.9
Albergaria-a-Velha,2011,25.6
Anadia,2011,36.1
Aveiro,2011,24.4
Estarreja,2011,29.2
Ílhavo,2011,24.1
Murtosa,2011,31.6
Oliveira do Bairro,2011,31.1
Ovar,2011,22.4
Sever do Vouga,2011,35.9
Vagos,2011,28.6
Arganil,2011,47.5
Cantanhede,2011,38.5
Coimbra,2011,30.4
Condeixa-a-Nova,2011,28.1
Figueira da Foz,2011,34.3
Góis,2011,56.8
Lousã,2011,25.4
Mealhada,2011,31.8
Mira,2011,38.0
Miranda do Corvo,2011,30.7
Montemor-o-Velho,2011,34.6
Mortágua,2011,43.5
Oliveira do Hospital,2011,37.1
