Municipality,Year,Value
Sobral de Monte Agraço,2008,
Torres Vedras,2008,
Águeda,2008,
Albergaria-a-Velha,2008,
Anadia,2008,
Aveiro,2008,
Estarreja,2008,
Ílhavo,2008,
Murtosa,2008,
Oliveira do Bairro,2008,
Ovar,2008,
Sever do Vouga,2008,
Vagos,2008,
Arganil,2008,
Cantanhede,2008,
Coimbra,2008,
Condeixa-a-Nova,2008,
Figueira da Foz,2008,
Góis,2008,
Lousã,2008,
Mealhada,2008,
Mira,2008,
Miranda do Corvo,2008,
Montemor-o-Velho,2008,
Mortágua,2008,
Oliveira do Hospital,2008,
Pampilhosa da Serra,2008,
Penacova,2008,
Penela,2008,
Soure,2008,
Tábua,2008,
Vila Nova de Poiares,2008,
Alvaiázere,2008,
Ansião,2008,
Batalha,2008,
Castanheira de Pêra,2008,
Figueiró dos Vinhos,2008,
Leiria,2008,
Marinha Grande,2008,
Pedrógão Grande,2008,
Pombal,2008,
Porto de Mós,2008,
Aguiar da Beira,2008,
Carregal do Sal,2008,
Castro Daire,2008,
Mangualde,2008,
Nelas,2008,
Oliveira de Frades,2008,
Penalva do Castelo,2008,
Santa Comba Dão,2008,
São Pedro do Sul,2008,
Sátão,2008,
Tondela,2008,
Vila Nova de Paiva,2008,
Viseu,2008,
Vouzela,2008,
Castelo Branco,2008,
Idanha-a-Nova,2008,
Oleiros,2008,
Penamacor,2008,
Proença-a-Nova,2008,
Vila Velha de Ródão,2008,
Abrantes,2008,
Alcanena,2008,
Constância,2008,
Entroncamento,2008,
Ferreira do Zêzere,2008,
Mação,2008,
Ourém,2008,
Sardoal,2008,
Sertã,2008,
Tomar,2008,
Torres Novas,2008,
Vila de Rei,2008,
Vila Nova da Barquinha,2008,
Almeida,2008,
Belmonte,2008,
Celorico da Beira,2008,
Covilhã,2008,
Figueira de Castelo Rodrigo,2008,
Fornos de Algodres,2008,
Fundão,2008,
Gouveia,2008,
Guarda,2008,
Manteigas,2008,
Mêda,2008,
Pinhel,2008,
Sabugal,2008,
Seia,2008,
Trancoso,2008,
Alcochete,2008,
Almada,2008,
Amadora,2008,
Barreiro,2008,
Cascais,2008,
Lisboa,2008,
Loures,2008,
Mafra,2008,
Moita,2008,
Montijo,2008,
Odivelas,2008,
Oeiras,2008,
Palmela,2008,
Seixal,2008,
Sesimbra,2008,
Setúbal,2008,
Sintra,2008,
Vila Franca de Xira,2008,
Alcácer do Sal,2008,
Grândola,2008,
Odemira,2008,
Santiago do Cacém,2008,
Sines,2008,
Aljustrel,2008,
Almodôvar,2008,
Alvito,2008,
Barrancos,2008,
Beja,2008,
Castro Verde,2008,
Cuba,2008,
Ferreira do Alentejo,2008,
Mértola,2008,
Moura,2008,
Ourique,2008,
Serpa,2008,
Vidigueira,2008,
Almeirim,2008,
Alpiarça,2008,
Azambuja,2008,
Benavente,2008,
Cartaxo,2008,
Chamusca,2008,
Coruche,2008,
Golegã,2008,
Rio Maior,2008,
Salvaterra de Magos,2008,
Santarém,2008,
Alter do Chão,2008,
Arronches,2008,
Avis,2008,
Campo Maior,2008,
Castelo de Vide,2008,
Crato,2008,
Elvas,2008,
Fronteira,2008,
Gavião,2008,
Marvão,2008,
Monforte,2008,
Nisa,2008,
Ponte de Sor,2008,
Portalegre,2008,
Sousel,2008,
Alandroal,2008,
Arraiolos,2008,
Borba,2008,
Estremoz,2008,
Évora,2008,
Montemor-o-Novo,2008,
Mora,2008,
Mourão,2008,
Portel,2008,
Redondo,2008,
Reguengos de Monsaraz,2008,
Vendas Novas,2008,
Viana do Alentejo,2008,
Vila Viçosa,2008,
Albufeira,2008,
Alcoutim,2008,
Aljezur,2008,
Castro Marim,2008,
Faro,2008,
Lagoa,2008,
Lagos,2008,
Loulé,2008,
Monchique,2008,
Olhão,2008,
Portimão,2008,
São Brás de Alportel,2008,
Silves,2008,
Tavira,2008,
Vila do Bispo,2008,
Vila Real de Santo António,2008,
Vila do Porto,2008,
Lagoa [R.A.A.],2008,
Nordeste,2008,
Ponta Delgada,2008,
Povoação,2008,
Ribeira Grande,2008,
Vila Franca do Campo,2008,
Angra do Heroísmo,2008,
Vila da Praia da Vitória,2008,
Santa Cruz da Graciosa,2008,
Calheta [R.A.A.],2008,
Velas,2008,
Lajes do Pico,2008,
Madalena,2008,
São Roque do Pico,2008,
Horta,2008,
Lajes das Flores,2008,
Santa Cruz das Flores,2008,
Corvo,2008,
Calheta [R.A.M.],2008,
Câmara de Lobos,2008,
Funchal,2008,
Machico,2008,
Ponta do Sol,2008,
Porto Moniz,2008,
Ribeira Brava,2008,
Santa Cruz,2008,
Santana,2008,
São Vicente,2008,
Porto Santo,2008,
Arcos de Valdevez,2009,338.3
Caminha,2009,276.2
Melgaço,2009,58.2
Monção,2009,278.2
Paredes de Coura,2009,183.4
Ponte da Barca,2009,187.8
Ponte de Lima,2009,634.0
Valença,2009,303.3
Viana do Castelo,2009,1548.2
Vila Nova de Cerveira,2009,205.3
Amares,2009,356.8
Barcelos,2009,2155.8
Braga,2009,3965.0
Esposende,2009,478.8
Terras de Bouro,2009,154.4
Vila Verde,2009,747.3
Cabeceiras de Basto,2009,408.0
Fafe,2009,1561.8
Guimarães,2009,5678.8
Mondim de Basto,2009,152.6
Póvoa de Lanhoso,2009,409.3
Vieira do Minho,2009,324.8
Vila Nova de Famalicão,2009,3526.3
Vizela,2009,810.9
Arouca,2009,271.7
Espinho,2009,1328.5
Gondomar,2009,5135.0
Maia,2009,3350.5
Matosinhos,2009,4405.1
Oliveira de Azeméis,2009,1252.6
Paredes,2009,2150.2
Porto,2009,7425.6
Póvoa de Varzim,2009,1687.4
Santa Maria da Feira,2009,3539.1
Santo Tirso,2009,2848.8
São João da Madeira,2009,517.8
Trofa,2009,1260.3
Vale de Cambra,2009,250.7
Valongo,2009,2948.3
Vila do Conde,2009,1975.1
Vila Nova de Gaia,2009,10434.8
Boticas,2009,102.0
Chaves,2009,990.0
Montalegre,2009,143.4
Ribeira de Pena,2009,153.6
Valpaços,2009,279.1
Vila Pouca de Aguiar,2009,290.9
Amarante,2009,1183.3
Baião,2009,437.8
Castelo de Paiva,2009,426.3
Celorico de Basto,2009,514.0
Cinfães,2009,569.5
Felgueiras,2009,1479.4
Lousada,2009,1018.1
Marco de Canaveses,2009,1193.5
Paços de Ferreira,2009,1514.3
Penafiel,2009,1294.4
Resende,2009,224.3
Alijó,2009,259.5
Armamar,2009,103.2
Carrazeda de Ansiães,2009,95.9
Freixo de Espada à Cinta,2009,58.9
Lamego,2009,628.1
Mesão Frio,2009,107.3
Moimenta da Beira,2009,179.6
Murça,2009,125.7
Penedono,2009,32.5
Peso da Régua,2009,497.9
Sabrosa,2009,140.6
Santa Marta de Penaguião,2009,195.8
São João da Pesqueira,2009,109.8
Sernancelhe,2009,91.8
Tabuaço,2009,142.3
Tarouca,2009,163.6
Torre de Moncorvo,2009,162.5
Vila Nova de Foz Côa,2009,112.2
Vila Real,2009,1281.0
Alfândega da Fé,2009,91.1
Bragança,2009,694.3
Macedo de Cavaleiros,2009,308.6
Miranda do Douro,2009,68.9
Mirandela,2009,477.3
Mogadouro,2009,114.2
Vila Flor,2009,115.0
Vimioso,2009,58.1
Vinhais,2009,151.1
Alcobaça,2009,999.9
Alenquer,2009,829.3
Arruda dos Vinhos,2009,175.3
Bombarral,2009,214.5
Cadaval,2009,210.7
Caldas da Rainha,2009,1124.7
Lourinhã,2009,426.3
Nazaré,2009,332.3
Óbidos,2009,202.3
Peniche,2009,678.9
Sobral de Monte Agraço,2009,141.6
Torres Vedras,2009,1267.3
Águeda,2009,748.5
Albergaria-a-Velha,2009,461.4
Anadia,2009,450.4
Aveiro,2009,1754.1
Estarreja,2009,540.6
Ílhavo,2009,840.4
Murtosa,2009,156.0
Oliveira do Bairro,2009,315.8
Ovar,2009,1478.6
Sever do Vouga,2009,138.2
Vagos,2009,336.1
Arganil,2009,187.7
Cantanhede,2009,531.4
Coimbra,2009,2837.2
Condeixa-a-Nova,2009,211.4
Figueira da Foz,2009,1403.3
Góis,2009,53.1
Lousã,2009,313.7
Mealhada,2009,338.8
Mira,2009,216.2
Miranda do Corvo,2009,183.6
Montemor-o-Velho,2009,430.2
Mortágua,2009,82.9
Oliveira do Hospital,2009,334.5
Pampilhosa da Serra,2009,43.3
Penacova,2009,215.2
Penela,2009,63.8
Soure,2009,314.2
Tábua,2009,210.8
Vila Nova de Poiares,2009,113.3
Alvaiázere,2009,92.4
Ansião,2009,183.5
Batalha,2009,204.3
Castanheira de Pêra,2009,78.9
Figueiró dos Vinhos,2009,112.5
Leiria,2009,1849.8
Marinha Grande,2009,812.8
Pedrógão Grande,2009,62.3
Pombal,2009,600.2
Porto de Mós,2009,312.5
Aguiar da Beira,2009,78.1
Carregal do Sal,2009,210.6
Castro Daire,2009,209.8
Mangualde,2009,508.1
Nelas,2009,355.8
Oliveira de Frades,2009,118.8
Penalva do Castelo,2009,165.6
Santa Comba Dão,2009,164.7
São Pedro do Sul,2009,247.8
Sátão,2009,221.9
Tondela,2009,392.8
Vila Nova de Paiva,2009,138.7
Viseu,2009,2369.4
Vouzela,2009,160.7
Castelo Branco,2009,1262.6
Idanha-a-Nova,2009,129.4
Oleiros,2009,39.8
Penamacor,2009,54.2
Proença-a-Nova,2009,79.2
Vila Velha de Ródão,2009,45.9
Abrantes,2009,985.5
Alcanena,2009,238.3
Constância,2009,76.4
Entroncamento,2009,264.6
Ferreira do Zêzere,2009,91.2
Mação,2009,70.9
Ourém,2009,487.8
Sardoal,2009,70.5
Sertã,2009,195.3
Tomar,2009,712.2
Torres Novas,2009,500.2
Vila de Rei,2009,46.8
Vila Nova da Barquinha,2009,105.8
Almeida,2009,64.4
Belmonte,2009,154.0
Celorico da Beira,2009,124.8
Covilhã,2009,1536.1
Figueira de Castelo Rodrigo,2009,86.7
Fornos de Algodres,2009,83.8
Fundão,2009,649.1
Gouveia,2009,364.3
Guarda,2009,804.3
Manteigas,2009,70.8
Mêda,2009,32.5
Pinhel,2009,81.4
Sabugal,2009,115.5
Seia,2009,706.8
Trancoso,2009,87.7
Alcochete,2009,299.7
Almada,2009,3392.0
Amadora,2009,4228.8
Barreiro,2009,1953.6
Cascais,2009,3611.3
Lisboa,2009,11127.5
Loures,2009,3922.8
Mafra,2009,1088.1
Moita,2009,1927.9
Montijo,2009,1074.9
Odivelas,2009,2499.3
Oeiras,2009,2473.8
Palmela,2009,1271.5
Seixal,2009,3108.7
Sesimbra,2009,711.9
Setúbal,2009,3067.4
Sintra,2009,7627.9
Vila Franca de Xira,2009,2802.9
Alcácer do Sal,2009,214.1
Grândola,2009,157.5
Odemira,2009,521.3
Santiago do Cacém,2009,550.4
Sines,2009,386.2
Aljustrel,2009,181.8
Almodôvar,2009,156.8
Alvito,2009,26.8
Barrancos,2009,36.3
Beja,2009,620.2
Castro Verde,2009,112.3
Cuba,2009,86.5
Ferreira do Alentejo,2009,139.2
Mértola,2009,93.3
Moura,2009,476.7
Ourique,2009,98.3
Serpa,2009,327.7
Vidigueira,2009,110.7
Almeirim,2009,473.0
Alpiarça,2009,175.1
Azambuja,2009,509.1
Benavente,2009,629.4
Cartaxo,2009,503.8
Chamusca,2009,214.1
Coruche,2009,492.3
Golegã,2009,91.2
Rio Maior,2009,253.3
Salvaterra de Magos,2009,640.9
Santarém,2009,1053.9
Alter do Chão,2009,61.3
Arronches,2009,52.9
Avis,2009,95.4
Campo Maior,2009,186.4
Castelo de Vide,2009,51.9
Crato,2009,65.5
Elvas,2009,559.4
Fronteira,2009,66.9
Gavião,2009,73.0
Marvão,2009,47.9
Monforte,2009,68.8
Nisa,2009,123.0
Ponte de Sor,2009,478.3
Portalegre,2009,563.2
Sousel,2009,67.0
Alandroal,2009,109.6
Arraiolos,2009,108.0
Borba,2009,137.6
Estremoz,2009,220.9
Évora,2009,1319.2
Montemor-o-Novo,2009,266.3
Mora,2009,78.2
Mourão,2009,41.3
Portel,2009,177.3
Redondo,2009,144.4
Reguengos de Monsaraz,2009,301.8
Vendas Novas,2009,212.8
Viana do Alentejo,2009,92.0
Vila Viçosa,2009,116.6
Albufeira,2009,1073.9
Alcoutim,2009,17.3
Aljezur,2009,58.3
Castro Marim,2009,109.7
Faro,2009,1354.6
Lagoa,2009,528.8
Lagos,2009,671.5
Loulé,2009,1335.7
Monchique,2009,74.7
Olhão,2009,1051.6
Portimão,2009,1571.0
São Brás de Alportel,2009,118.3
Silves,2009,714.6
Tavira,2009,415.5
Vila do Bispo,2009,56.8
Vila Real de Santo António,2009,486.8
Vila do Porto,2009,
Lagoa [R.A.A.],2009,
Nordeste,2009,
Ponta Delgada,2009,
Povoação,2009,
Ribeira Grande,2009,
Vila Franca do Campo,2009,
Angra do Heroísmo,2009,
Vila da Praia da Vitória,2009,
Santa Cruz da Graciosa,2009,
Calheta [R.A.A.],2009,
Velas,2009,
Lajes do Pico,2009,
Madalena,2009,
São Roque do Pico,2009,
Horta,2009,
Lajes das Flores,2009,
Santa Cruz das Flores,2009,
Corvo,2009,
Calheta [R.A.M.],2009,
Câmara de Lobos,2009,
Funchal,2009,
Machico,2009,
Ponta do Sol,2009,
Porto Moniz,2009,
Ribeira Brava,2009,
Santa Cruz,2009,
Santana,2009,
São Vicente,2009,
Porto Santo,2009,
Arcos de Valdevez,2010,355.6
Caminha,2010,292.4
Melgaço,2010,49.2
Monção,2010,304.1
Paredes de Coura,2010,213.3
Ponte da Barca,2010,226.0
Ponte de Lima,2010,728.8
Valença,2010,331.8
Viana do Castelo,2010,1918.3
Vila Nova de Cerveira,2010,191.0
Amares,2010,459.9
Barcelos,2010,2505.5
Braga,2010,4547.8
Esposende,2010,537.8
Terras de Bouro,2010,158.8
Vila Verde,2010,863.2
Cabeceiras de Basto,2010,437.8
Fafe,2010,1671.1
Guimarães,2010,5817.3
Mondim de Basto,2010,155.8
Póvoa de Lanhoso,2010,511.3
Vieira do Minho,2010,382.1
Vila Nova de Famalicão,2010,3825.9
Vizela,2010,857.9
Arouca,2010,307.3
Espinho,2010,1529.6
Gondomar,2010,5619.7
Maia,2010,3689.4
Matosinhos,2010,4634.7
Oliveira de Azeméis,2010,1236.9
Paredes,2010,2397.0
Porto,2010,8033.3
Póvoa de Varzim,2010,1857.5
Santa Maria da Feira,2010,3954.4
Santo Tirso,2010,2969.7
São João da Madeira,2010,524.5
Trofa,2010,1416.2
Vale de Cambra,2010,285.3
Valongo,2010,3297.4
Vila do Conde,2010,2285.3
Vila Nova de Gaia,2010,12329.8
Boticas,2010,149.3
Chaves,2010,1166.3
Montalegre,2010,188.8
Ribeira de Pena,2010,162.6
Valpaços,2010,373.8
Vila Pouca de Aguiar,2010,346.8
Amarante,2010,1282.5
Baião,2010,494.3
Castelo de Paiva,2010,491.8
Celorico de Basto,2010,536.1
Cinfães,2010,664.7
Felgueiras,2010,1450.6
Lousada,2010,1165.1
Marco de Canaveses,2010,1431.4
Paços de Ferreira,2010,1717.2
Penafiel,2010,1570.8
Resende,2010,269.5
Alijó,2010,273.1
Armamar,2010,108.8
Carrazeda de Ansiães,2010,118.0
Freixo de Espada à Cinta,2010,77.7
Lamego,2010,729.4
Mesão Frio,2010,132.8
Moimenta da Beira,2010,202.4
Murça,2010,140.0
Penedono,2010,40.1
Peso da Régua,2010,555.8
Sabrosa,2010,151.9
Santa Marta de Penaguião,2010,225.5
São João da Pesqueira,2010,108.3
Sernancelhe,2010,109.0
Tabuaço,2010,152.3
Tarouca,2010,177.0
Torre de Moncorvo,2010,190.8
Vila Nova de Foz Côa,2010,119.4
Vila Real,2010,1320.8
Alfândega da Fé,2010,98.7
Bragança,2010,809.0
Macedo de Cavaleiros,2010,350.0
Miranda do Douro,2010,87.9
Mirandela,2010,614.3
Mogadouro,2010,139.3
Vila Flor,2010,120.8
Vimioso,2010,71.7
Vinhais,2010,180.9
Alcobaça,2010,1095.6
Alenquer,2010,927.8
Arruda dos Vinhos,2010,195.5
Bombarral,2010,270.6
Cadaval,2010,231.2
Caldas da Rainha,2010,1279.3
Lourinhã,2010,486.3
Nazaré,2010,350.8
Óbidos,2010,220.9
Peniche,2010,694.0
Sobral de Monte Agraço,2010,163.3
Torres Vedras,2010,1441.2
Águeda,2010,776.4
Albergaria-a-Velha,2010,477.0
Anadia,2010,515.0
Aveiro,2010,1892.3
Estarreja,2010,542.7
Ílhavo,2010,940.7
Murtosa,2010,172.8
Oliveira do Bairro,2010,336.3
Ovar,2010,1523.4
Sever do Vouga,2010,147.3
Vagos,2010,375.3
Arganil,2010,222.4
Cantanhede,2010,566.3
Coimbra,2010,3126.7
Condeixa-a-Nova,2010,230.2
Figueira da Foz,2010,1548.8
Góis,2010,50.2
Lousã,2010,307.8
Mealhada,2010,346.8
Mira,2010,234.4
Miranda do Corvo,2010,204.6
Montemor-o-Velho,2010,478.8
Mortágua,2010,88.0
Oliveira do Hospital,2010,364.9
Pampilhosa da Serra,2010,35.0
Penacova,2010,242.8
Penela,2010,62.8
Soure,2010,329.6
Tábua,2010,225.3
Vila Nova de Poiares,2010,118.4
Alvaiázere,2010,101.7
Ansião,2010,214.9
Batalha,2010,222.6
Castanheira de Pêra,2010,75.3
Figueiró dos Vinhos,2010,135.3
Leiria,2010,2028.9
Marinha Grande,2010,787.0
Pedrógão Grande,2010,68.8
Pombal,2010,685.8
Porto de Mós,2010,346.4
Aguiar da Beira,2010,84.8
Carregal do Sal,2010,201.7
Castro Daire,2010,231.3
Mangualde,2010,511.7
Nelas,2010,323.7
Oliveira de Frades,2010,140.7
Penalva do Castelo,2010,173.8
Santa Comba Dão,2010,200.8
São Pedro do Sul,2010,262.6
Sátão,2010,251.9
Tondela,2010,447.2
Vila Nova de Paiva,2010,158.9
Viseu,2010,2509.5
Vouzela,2010,156.0
Castelo Branco,2010,1386.3
Idanha-a-Nova,2010,158.7
Oleiros,2010,42.6
Penamacor,2010,58.8
Proença-a-Nova,2010,111.8
Vila Velha de Ródão,2010,46.7
Abrantes,2010,1052.5
Alcanena,2010,255.8
Constância,2010,76.2
Entroncamento,2010,304.2
Ferreira do Zêzere,2010,90.4
Mação,2010,68.3
Ourém,2010,577.5
Sardoal,2010,89.5
Sertã,2010,203.9
Tomar,2010,854.8
Torres Novas,2010,542.6
Vila de Rei,2010,58.1
Vila Nova da Barquinha,2010,111.1
Almeida,2010,79.7
Belmonte,2010,208.1
Celorico da Beira,2010,136.4
Covilhã,2010,1568.4
Figueira de Castelo Rodrigo,2010,109.0
Fornos de Algodres,2010,87.3
Fundão,2010,695.0
Gouveia,2010,369.6
Guarda,2010,901.8
Manteigas,2010,84.5
Mêda,2010,38.2
Pinhel,2010,104.7
Sabugal,2010,144.4
Seia,2010,736.9
Trancoso,2010,86.2
Alcochete,2010,360.2
Almada,2010,4082.8
Amadora,2010,4965.6
Barreiro,2010,2115.1
Cascais,2010,4456.6
Lisboa,2010,12927.8
Loures,2010,4676.5
Mafra,2010,1216.8
Moita,2010,2145.3
Montijo,2010,1310.9
Odivelas,2010,2982.8
Oeiras,2010,2962.2
Palmela,2010,1384.8
Seixal,2010,3535.5
Sesimbra,2010,808.4
Setúbal,2010,3382.4
Sintra,2010,8991.9
Vila Franca de Xira,2010,3183.6
Alcácer do Sal,2010,218.8
Grândola,2010,171.9
Odemira,2010,603.5
Santiago do Cacém,2010,473.7
Sines,2010,329.2
Aljustrel,2010,163.6
Almodôvar,2010,152.5
Alvito,2010,31.8
Barrancos,2010,43.9
Beja,2010,735.0
Castro Verde,2010,121.8
Cuba,2010,114.1
Ferreira do Alentejo,2010,199.3
Mértola,2010,117.5
Moura,2010,504.6
Ourique,2010,131.2
Serpa,2010,430.3
Vidigueira,2010,139.4
Almeirim,2010,472.9
Alpiarça,2010,195.6
Azambuja,2010,496.3
Benavente,2010,717.3
Cartaxo,2010,470.7
Chamusca,2010,224.9
Coruche,2010,503.8
Golegã,2010,88.8
Rio Maior,2010,290.8
Salvaterra de Magos,2010,713.7
Santarém,2010,1097.6
Alter do Chão,2010,68.9
Arronches,2010,56.8
Avis,2010,113.3
Campo Maior,2010,205.3
Castelo de Vide,2010,56.3
Crato,2010,76.4
Elvas,2010,678.6
Fronteira,2010,70.4
Gavião,2010,105.2
Marvão,2010,53.4
Monforte,2010,92.6
Nisa,2010,135.1
Ponte de Sor,2010,698.2
Portalegre,2010,585.9
Sousel,2010,90.8
Alandroal,2010,139.4
Arraiolos,2010,120.8
Borba,2010,163.8
Estremoz,2010,246.4
Évora,2010,1344.0
Montemor-o-Novo,2010,251.6
Mora,2010,72.4
Mourão,2010,55.8
Portel,2010,202.5
Redondo,2010,168.3
Reguengos de Monsaraz,2010,305.6
Vendas Novas,2010,189.8
Viana do Alentejo,2010,90.4
Vila Viçosa,2010,154.3
Albufeira,2010,1408.5
Alcoutim,2010,17.3
Aljezur,2010,102.2
Castro Marim,2010,147.8
Faro,2010,1716.0
Lagoa,2010,697.7
Lagos,2010,934.7
Loulé,2010,1873.4
Monchique,2010,121.1
Olhão,2010,1314.3
Portimão,2010,2029.0
São Brás de Alportel,2010,177.8
Silves,2010,984.3
Tavira,2010,625.2
Vila do Bispo,2010,83.6
Vila Real de Santo António,2010,678.2
Vila do Porto,2010,
Lagoa [R.A.A.],2010,
Nordeste,2010,
Ponta Delgada,2010,
Povoação,2010,
Ribeira Grande,2010,
Vila Franca do Campo,2010,
Angra do Heroísmo,2010,
Vila da Praia da Vitória,2010,
Santa Cruz da Graciosa,2010,
Calheta [R.A.A.],2010,
Velas,2010,
Lajes do Pico,2010,
Madalena,2010,
São Roque do Pico,2010,
Horta,2010,
Lajes das Flores,2010,
Santa Cruz das Flores,2010,
Corvo,2010,
Calheta [R.A.M.],2010,
Câmara de Lobos,2010,
Funchal,2010,
Machico,2010,
Ponta do Sol,2010,
Porto Moniz,2010,
Ribeira Brava,2010,
Santa Cruz,2010,
Santana,2010,
São Vicente,2010,
Porto Santo,2010,
Arcos de Valdevez,2011,387.1
Caminha,2011,313.8
Melgaço,2011,63.7
Monção,2011,255.3
Paredes de Coura,2011,181.1
Ponte da Barca,2011,242.3
Ponte de Lima,2011,812.1
Valença,2011,328.1
Viana do Castelo,2011,1941.6
Vila Nova de Cerveira,2011,169.6
Amares,2011,455.9
Barcelos,2011,2513.8
Braga,2011,4811.0
Esposende,2011,583.3
Terras de Bouro,2011,159.7
Vila Verde,2011,894.0
Cabeceiras de Basto,2011,415.9
Fafe,2011,1645.5
Guimarães,2011,5456.2
Mondim de Basto,2011,163.9
Póvoa de Lanhoso,2011,506.3
Vieira do Minho,2011,335.1
Vila Nova de Famalicão,2011,3779.0
Vizela,2011,782.0
Arouca,2011,258.8
Espinho,2011,1445.8
Gondomar,2011,5769.3
Maia,2011,3691.1
Matosinhos,2011,4655.9
Oliveira de Azeméis,2011,1104.1
Paredes,2011,2643.2
Porto,2011,7958.8
Póvoa de Varzim,2011,1675.0
Santa Maria da Feira,2011,3606.4
Santo Tirso,2011,2845.7
São João da Madeira,2011,451.5
Trofa,2011,1365.9
Vale de Cambra,2011,246.3
Valongo,2011,3394.6
Vila do Conde,2011,2067.3
Vila Nova de Gaia,2011,12694.8
Boticas,2011,137.7
Chaves,2011,1212.5
Montalegre,2011,175.8
Ribeira de Pena,2011,162.6
Valpaços,2011,386.6
Vila Pouca de Aguiar,2011,327.8
Amarante,2011,1378.6
Baião,2011,538.5
Castelo de Paiva,2011,445.0
Celorico de Basto,2011,553.2
Cinfães,2011,752.4
Felgueiras,2011,1252.7
Lousada,2011,1215.5
Marco de Canaveses,2011,1505.0
Paços de Ferreira,2011,1876.0
Penafiel,2011,1772.7
Resende,2011,289.8
Alijó,2011,275.8
Armamar,2011,111.6
Carrazeda de Ansiães,2011,110.3
Freixo de Espada à Cinta,2011,91.3
Lamego,2011,855.6
Mesão Frio,2011,141.7
Moimenta da Beira,2011,186.9
Murça,2011,130.0
Penedono,2011,37.6
Peso da Régua,2011,532.3
Sabrosa,2011,141.3
Santa Marta de Penaguião,2011,199.1
São João da Pesqueira,2011,109.6
Sernancelhe,2011,106.8
Tabuaço,2011,154.8
Tarouca,2011,180.0
Torre de Moncorvo,2011,161.3
Vila Nova de Foz Côa,2011,118.9
Vila Real,2011,1247.8
Alfândega da Fé,2011,89.3
Bragança,2011,761.2
Macedo de Cavaleiros,2011,336.7
Miranda do Douro,2011,108.1
Mirandela,2011,606.7
Mogadouro,2011,121.8
Vila Flor,2011,117.1
Vimioso,2011,60.3
Vinhais,2011,159.3
Alcobaça,2011,1091.8
Alenquer,2011,880.1
Arruda dos Vinhos,2011,190.3
Bombarral,2011,261.1
Cadaval,2011,227.4
Caldas da Rainha,2011,1290.8
Lourinhã,2011,454.2
Nazaré,2011,340.9
Óbidos,2011,218.8
Peniche,2011,694.7
Sobral de Monte Agraço,2011,166.9
Torres Vedras,2011,1448.1
Águeda,2011,784.0
Albergaria-a-Velha,2011,436.5
Anadia,2011,445.6
Aveiro,2011,1727.7
Estarreja,2011,510.2
Ílhavo,2011,881.3
Murtosa,2011,158.8
Oliveira do Bairro,2011,347.3
Ovar,2011,1442.7
Sever do Vouga,2011,171.2
Vagos,2011,336.7
Arganil,2011,200.2
Cantanhede,2011,558.3
Coimbra,2011,3187.5
Condeixa-a-Nova,2011,267.2
Figueira da Foz,2011,1476.2
Góis,2011,52.5
Lousã,2011,342.7
Mealhada,2011,308.3
Mira,2011,194.8
Miranda do Corvo,2011,230.1
Montemor-o-Velho,2011,466.4
Mortágua,2011,89.4
Oliveira do Hospital,2011,347.6
Pampilhosa da Serra,2011,43.3
