Municipality,Year,Value
Sobral de Monte Agraço,2008,
Torres Vedras,2008,
Águeda,2008,
Albergaria-a-Velha,2008,
Anadia,2008,
Aveiro,2008,
Estarreja,2008,
Ílhavo,2008,
Murtosa,2008,
Oliveira do Bairro,2008,
Ovar,2008,
Sever do Vouga,2008,
Vagos,2008,
Arganil,2008,
Cantanhede,2008,
Coimbra,2008,
Condeixa-a-Nova,2008,
Figueira da Foz,2008,
Góis,2008,
Lousã,2008,
Mealhada,2008,
Mira,2008,
Miranda do Corvo,2008,
Montemor-o-Velho,2008,
Mortágua,2008,
Oliveira do Hospital,2008,
Pampilhosa da Serra,2008,
Penacova,2008,
Penela,2008,
Soure,2008,
Tábua,2008,
Vila Nova de Poiares,2008,
Alvaiázere,2008,
Ansião,2008,
Batalha,2008,
Castanheira de Pêra,2008,
Figueiró dos Vinhos,2008,
Leiria,2008,
Marinha Grande,2008,
Pedrógão Grande,2008,
Pombal,2008,
Porto de Mós,2008,
Aguiar da Beira,2008,
Carregal do Sal,2008,
Castro Daire,2008,
Mangualde,2008,
Nelas,2008,
Oliveira de Frades,2008,
Penalva do Castelo,2008,
Santa Comba Dão,2008,
São Pedro do Sul,2008,
Sátão,2008,
Tondela,2008,
Vila Nova de Paiva,2008,
Viseu,2008,
Vouzela,2008,
Castelo Branco,2008,
Idanha-a-Nova,2008,
Oleiros,2008,
Penamacor,2008,
Proença-a-Nova,2008,
Vila Velha de Ródão,2008,
Abrantes,2008,
Alcanena,2008,
Constância,2008,
Entroncamento,2008,
Ferreira do Zêzere,2008,
Mação,2008,
Ourém,2008,
Sardoal,2008,
Sertã,2008,
Tomar,2008,
Torres Novas,2008,
Vila de Rei,2008,
Vila Nova da Barquinha,2008,
Almeida,2008,
Belmonte,2008,
Celorico da Beira,2008,
Covilhã,2008,
Figueira de Castelo Rodrigo,2008,
Fornos de Algodres,2008,
Fundão,2008,
Gouveia,2008,
Guarda,2008,
Manteigas,2008,
Mêda,2008,
Pinhel,2008,
Sabugal,2008,
Seia,2008,
Trancoso,2008,
Alcochete,2008,
Almada,2008,
Amadora,2008,
Barreiro,2008,
Cascais,2008,
Lisboa,2008,
Loures,2008,
Mafra,2008,
Moita,2008,
Montijo,2008,
Odivelas,2008,
Oeiras,2008,
Palmela,2008,
Seixal,2008,
Sesimbra,2008,
Setúbal,2008,
Sintra,2008,
Vila Franca de Xira,2008,
Alcácer do Sal,2008,
Grândola,2008,
Odemira,2008,
Santiago do Cacém,2008,
Sines,2008,
Aljustrel,2008,
Almodôvar,2008,
Alvito,2008,
Barrancos,2008,
Beja,2008,
Castro Verde,2008,
Cuba,2008,
Ferreira do Alentejo,2008,
Mértola,2008,
Moura,2008,
Ourique,2008,
Serpa,2008,
Vidigueira,2008,
Almeirim,2008,
Alpiarça,2008,
Azambuja,2008,
Benavente,2008,
Cartaxo,2008,
Chamusca,2008,
Coruche,2008,
Golegã,2008,
Rio Maior,2008,
Salvaterra de Magos,2008,
Santarém,2008,
Alter do Chão,2008,
Arronches,2008,
Avis,2008,
Campo Maior,2008,
Castelo de Vide,2008,
Crato,2008,
Elvas,2008,
Fronteira,2008,
Gavião,2008,
Marvão,2008,
Monforte,2008,
Nisa,2008,
Ponte de Sor,2008,
Portalegre,2008,
Sousel,2008,
Alandroal,2008,
Arraiolos,2008,
Borba,2008,
Estremoz,2008,
Évora,2008,
Montemor-o-Novo,2008,
Mora,2008,
Mourão,2008,
Portel,2008,
Redondo,2008,
Reguengos de Monsaraz,2008,
Vendas Novas,2008,
Viana do Alentejo,2008,
Vila Viçosa,2008,
Albufeira,2008,
Alcoutim,2008,
Aljezur,2008,
Castro Marim,2008,
Faro,2008,
Lagoa,2008,
Lagos,2008,
Loulé,2008,
Monchique,2008,
Olhão,2008,
Portimão,2008,
São Brás de Alportel,2008,
Silves,2008,
Tavira,2008,
Vila do Bispo,2008,
Vila Real de Santo António,2008,
Vila do Porto,2008,
Lagoa [R.A.A.],2008,
Nordeste,2008,
Ponta Delgada,2008,
Povoação,2008,
Ribeira Grande,2008,
Vila Franca do Campo,2008,
Angra do Heroísmo,2008,
Vila da Praia da Vitória,2008,
Santa Cruz da Graciosa,2008,
Calheta [R.A.A.],2008,
Velas,2008,
Lajes do Pico,2008,
Madalena,2008,
São Roque do Pico,2008,
Horta,2008,
Lajes das Flores,2008,
Santa Cruz das Flores,2008,
Corvo,2008,
Calheta [R.A.M.],2008,
Câmara de Lobos,2008,
Funchal,2008,
Machico,2008,
Ponta do Sol,2008,
Porto Moniz,2008,
Ribeira Brava,2008,
Santa Cruz,2008,
Santana,2008,
São Vicente,2008,
Porto Santo,2008,
Arcos de Valdevez,2009,2778.0
Caminha,2009,1384.0
Melgaço,2009,1327.0
Monção,2009,2071.0
Paredes de Coura,2009,936.0
Ponte da Barca,2009,1131.0
Ponte de Lima,2009,3265.0
Valença,2009,1193.0
Viana do Castelo,2009,6540.0
Vila Nova de Cerveira,2009,759.0
Amares,2009,1228.0
Barcelos,2009,6266.0
Braga,2009,8843.0
Esposende,2009,1820.0
Terras de Bouro,2009,756.0
Vila Verde,2009,3203.0
Cabeceiras de Basto,2009,1299.0
Fafe,2009,3008.0
Guimarães,2009,8362.0
Mondim de Basto,2009,649.0
Póvoa de Lanhoso,2009,1471.0
Vieira do Minho,2009,1190.0
Vila Nova de Famalicão,2009,7149.0
Vizela,2009,1072.0
Arouca,2009,1642.0
Espinho,2009,2427.0
Gondomar,2009,9748.0
Maia,2009,7099.0
Matosinhos,2009,10848.0
Oliveira de Azeméis,2009,4780.0
Paredes,2009,3959.0
Porto,2009,20301.0
Póvoa de Varzim,2009,3325.0
Santa Maria da Feira,2009,8037.0
Santo Tirso,2009,4853.0
São João da Madeira,2009,1363.0
Trofa,2009,1948.0
Vale de Cambra,2009,1932.0
Valongo,2009,4845.0
Vila do Conde,2009,4500.0
Vila Nova de Gaia,2009,18064.0
Boticas,2009,772.0
Chaves,2009,4140.0
Montalegre,2009,1528.0
Ribeira de Pena,2009,730.0
Valpaços,2009,2280.0
Vila Pouca de Aguiar,2009,1474.0
Amarante,2009,3583.0
Baião,2009,1536.0
Castelo de Paiva,2009,1007.0
Celorico de Basto,2009,1566.0
Cinfães,2009,1721.0
Felgueiras,2009,2747.0
Lousada,2009,1988.0
Marco de Canaveses,2009,2629.0
Paços de Ferreira,2009,2482.0
Penafiel,2009,3612.0
Resende,2009,1034.0
Alijó,2009,1418.0
Armamar,2009,625.0
Carrazeda de Ansiães,2009,903.0
Freixo de Espada à Cinta,2009,568.0
Lamego,2009,2090.0
Mesão Frio,2009,327.0
Moimenta da Beira,2009,973.0
Murça,2009,691.0
Penedono,2009,325.0
Peso da Régua,2009,1229.0
Sabrosa,2009,642.0
Santa Marta de Penaguião,2009,676.0
São João da Pesqueira,2009,765.0
Sernancelhe,2009,615.0
Tabuaço,2009,634.0
Tarouca,2009,682.0
Torre de Moncorvo,2009,1263.0
Vila Nova de Foz Côa,2009,958.0
Vila Real,2009,3533.0
Alfândega da Fé,2009,743.0
Bragança,2009,3248.0
Macedo de Cavaleiros,2009,1834.0
Miranda do Douro,2009,1097.0
Mirandela,2009,2454.0
Mogadouro,2009,1375.0
Vila Flor,2009,812.0
Vimioso,2009,789.0
Vinhais,2009,1561.0
Alcobaça,2009,4686.0
Alenquer,2009,3156.0
Arruda dos Vinhos,2009,982.0
Bombarral,2009,1260.0
Cadaval,2009,1496.0
Caldas da Rainha,2009,4228.0
Lourinhã,2009,2006.0
Nazaré,2009,1123.0
Óbidos,2009,1068.0
Peniche,2009,2238.0
Sobral de Monte Agraço,2009,727.0
Torres Vedras,2009,6358.0
Águeda,2009,3854.0
Albergaria-a-Velha,2009,1743.0
Anadia,2009,2786.0
Aveiro,2009,5227.0
Estarreja,2009,2147.0
Ílhavo,2009,2494.0
Murtosa,2009,812.0
Oliveira do Bairro,2009,1867.0
Ovar,2009,3374.0
Sever do Vouga,2009,1147.0
Vagos,2009,1721.0
Arganil,2009,1399.0
Cantanhede,2009,3565.0
Coimbra,2009,11184.0
Condeixa-a-Nova,2009,1238.0
Figueira da Foz,2009,5396.0
Góis,2009,571.0
Lousã,2009,1185.0
Mealhada,2009,1751.0
Mira,2009,1215.0
Miranda do Corvo,2009,1030.0
Montemor-o-Velho,2009,2448.0
Mortágua,2009,1095.0
Oliveira do Hospital,2009,2016.0
Pampilhosa da Serra,2009,709.0
Penacova,2009,1451.0
Penela,2009,709.0
Soure,2009,2192.0
Tábua,2009,1157.0
Vila Nova de Poiares,2009,531.0
Alvaiázere,2009,935.0
Ansião,2009,1383.0
Batalha,2009,1228.0
Castanheira de Pêra,2009,382.0
Figueiró dos Vinhos,2009,719.0
Leiria,2009,8804.0
Marinha Grande,2009,2904.0
Pedrógão Grande,2009,555.0
Pombal,2009,5232.0
Porto de Mós,2009,2054.0
Aguiar da Beira,2009,630.0
Carregal do Sal,2009,976.0
Castro Daire,2009,1703.0
Mangualde,2009,1878.0
Nelas,2009,1355.0
Oliveira de Frades,2009,843.0
Penalva do Castelo,2009,919.0
Santa Comba Dão,2009,1179.0
São Pedro do Sul,2009,1738.0
Sátão,2009,1087.0
Tondela,2009,3232.0
Vila Nova de Paiva,2009,560.0
Viseu,2009,7062.0
Vouzela,2009,1208.0
Castelo Branco,2009,5292.0
Idanha-a-Nova,2009,1862.0
Oleiros,2009,908.0
Penamacor,2009,1071.0
Proença-a-Nova,2009,1098.0
Vila Velha de Ródão,2009,579.0
Abrantes,2009,4154.0
Alcanena,2009,1310.0
Constância,2009,353.0
Entroncamento,2009,1474.0
Ferreira do Zêzere,2009,974.0
Mação,2009,1178.0
Ourém,2009,3880.0
Sardoal,2009,414.0
Sertã,2009,1794.0
Tomar,2009,4065.0
Torres Novas,2009,3441.0
Vila de Rei,2009,434.0
Vila Nova da Barquinha,2009,774.0
Almeida,2009,1058.0
Belmonte,2009,714.0
Celorico da Beira,2009,908.0
Covilhã,2009,4677.0
Figueira de Castelo Rodrigo,2009,815.0
Fornos de Algodres,2009,616.0
Fundão,2009,3270.0
Gouveia,2009,1754.0
Guarda,2009,3479.0
Manteigas,2009,356.0
Mêda,2009,737.0
Pinhel,2009,1263.0
Sabugal,2009,2055.0
Seia,2009,2469.0
Trancoso,2009,1192.0
Alcochete,2009,1046.0
Almada,2009,13903.0
Amadora,2009,13587.0
Barreiro,2009,6889.0
Cascais,2009,13583.0
Lisboa,2009,52227.0
Loures,2009,14538.0
Mafra,2009,4722.0
Moita,2009,4304.0
Montijo,2009,3387.0
Odivelas,2009,9562.0
Oeiras,2009,12989.0
Palmela,2009,4407.0
Seixal,2009,9707.0
Sesimbra,2009,3303.0
Setúbal,2009,8491.0
Sintra,2009,20438.0
Vila Franca de Xira,2009,7587.0
Alcácer do Sal,2009,1389.0
Grândola,2009,1661.0
Odemira,2009,3261.0
Santiago do Cacém,2009,3083.0
Sines,2009,1010.0
Aljustrel,2009,926.0
Almodôvar,2009,978.0
Alvito,2009,241.0
Barrancos,2009,197.0
Beja,2009,2898.0
Castro Verde,2009,746.0
Cuba,2009,511.0
Ferreira do Alentejo,2009,908.0
Mértola,2009,1098.0
Moura,2009,1394.0
Ourique,2009,771.0
Serpa,2009,1667.0
Vidigueira,2009,656.0
Almeirim,2009,1973.0
Alpiarça,2009,769.0
Azambuja,2009,1922.0
Benavente,2009,1896.0
Cartaxo,2009,2055.0
Chamusca,2009,1142.0
Coruche,2009,2519.0
Golegã,2009,489.0
Rio Maior,2009,1790.0
Salvaterra de Magos,2009,1885.0
Santarém,2009,5528.0
Alter do Chão,2009,490.0
Arronches,2009,432.0
Avis,2009,614.0
Campo Maior,2009,748.0
Castelo de Vide,2009,450.0
Crato,2009,514.0
Elvas,2009,2211.0
Fronteira,2009,370.0
Gavião,2009,690.0
Marvão,2009,527.0
Monforte,2009,418.0
Nisa,2009,1142.0
Ponte de Sor,2009,1776.0
Portalegre,2009,2487.0
Sousel,2009,626.0
Alandroal,2009,756.0
Arraiolos,2009,828.0
Borba,2009,832.0
Estremoz,2009,1735.0
Évora,2009,4527.0
Montemor-o-Novo,2009,2136.0
Mora,2009,691.0
Mourão,2009,257.0
Portel,2009,752.0
Redondo,2009,750.0
Reguengos de Monsaraz,2009,1073.0
Vendas Novas,2009,1231.0
Viana do Alentejo,2009,587.0
Vila Viçosa,2009,796.0
Albufeira,2009,2297.0
Alcoutim,2009,608.0
Aljezur,2009,798.0
Castro Marim,2009,809.0
Faro,2009,4552.0
Lagoa,2009,1686.0
Lagos,2009,2428.0
Loulé,2009,5720.0
Monchique,2009,947.0
Olhão,2009,3278.0
Portimão,2009,3941.0
São Brás de Alportel,2009,999.0
Silves,2009,3678.0
Tavira,2009,2818.0
Vila do Bispo,2009,616.0
Vila Real de Santo António,2009,1414.0
Vila do Porto,2009,272.0
Lagoa [R.A.A.],2009,579.0
Nordeste,2009,357.0
Ponta Delgada,2009,2802.0
Povoação,2009,381.0
Ribeira Grande,2009,1018.0
Vila Franca do Campo,2009,527.0
Angra do Heroísmo,2009,2027.0
Vila da Praia da Vitória,2009,1148.0
Santa Cruz da Graciosa,2009,387.0
Calheta [R.A.A.],2009,345.0
Velas,2009,417.0
Lajes do Pico,2009,432.0
Madalena,2009,463.0
São Roque do Pico,2009,262.0
Horta,2009,895.0
Lajes das Flores,2009,132.0
Santa Cruz das Flores,2009,161.0
Corvo,2009,42.0
Calheta [R.A.M.],2009,877.0
Câmara de Lobos,2009,1183.0
Funchal,2009,5703.0
Machico,2009,969.0
Ponta do Sol,2009,493.0
Porto Moniz,2009,230.0
Ribeira Brava,2009,613.0
Santa Cruz,2009,1463.0
Santana,2009,626.0
São Vicente,2009,502.0
Porto Santo,2009,255.0
Arcos de Valdevez,2010,2750.0
Caminha,2010,1421.0
Melgaço,2010,1313.0
Monção,2010,2081.0
Paredes de Coura,2010,935.0
Ponte da Barca,2010,1124.0
Ponte de Lima,2010,3309.0
Valença,2010,1201.0
Viana do Castelo,2010,6658.0
Vila Nova de Cerveira,2010,761.0
Amares,2010,1245.0
Barcelos,2010,6443.0
Braga,2010,9203.0
Esposende,2010,1864.0
Terras de Bouro,2010,747.0
Vila Verde,2010,3249.0
Cabeceiras de Basto,2010,1303.0
Fafe,2010,3031.0
Guimarães,2010,8565.0
Mondim de Basto,2010,653.0
Póvoa de Lanhoso,2010,1490.0
Vieira do Minho,2010,1195.0
Vila Nova de Famalicão,2010,7372.0
Vizela,2010,1099.0
Arouca,2010,1634.0
Espinho,2010,2487.0
Gondomar,2010,10130.0
Maia,2010,7431.0
Matosinhos,2010,11324.0
Oliveira de Azeméis,2010,4945.0
Paredes,2010,4097.0
Porto,2010,20679.0
Póvoa de Varzim,2010,3444.0
Santa Maria da Feira,2010,8297.0
Santo Tirso,2010,4960.0
São João da Madeira,2010,1408.0
Trofa,2010,2031.0
Vale de Cambra,2010,1965.0
Valongo,2010,5105.0
Vila do Conde,2010,4674.0
Vila Nova de Gaia,2010,18751.0
Boticas,2010,773.0
Chaves,2010,4158.0
Montalegre,2010,1514.0
Ribeira de Pena,2010,728.0
Valpaços,2010,2272.0
Vila Pouca de Aguiar,2010,1484.0
Amarante,2010,3623.0
Baião,2010,1533.0
Castelo de Paiva,2010,1010.0
Celorico de Basto,2010,1567.0
Cinfães,2010,1707.0
Felgueiras,2010,2845.0
Lousada,2010,2060.0
Marco de Canaveses,2010,2707.0
Paços de Ferreira,2010,2568.0
Penafiel,2010,3730.0
Resende,2010,1012.0
Alijó,2010,1408.0
Armamar,2010,631.0
Carrazeda de Ansiães,2010,892.0
Freixo de Espada à Cinta,2010,556.0
Lamego,2010,2106.0
Mesão Frio,2010,319.0
Moimenta da Beira,2010,976.0
Murça,2010,691.0
Penedono,2010,316.0
Peso da Régua,2010,1239.0
Sabrosa,2010,639.0
Santa Marta de Penaguião,2010,676.0
São João da Pesqueira,2010,760.0
Sernancelhe,2010,622.0
Tabuaço,2010,634.0
Tarouca,2010,673.0
Torre de Moncorvo,2010,1256.0
Vila Nova de Foz Côa,2010,940.0
Vila Real,2010,3605.0
Alfândega da Fé,2010,736.0
Bragança,2010,3315.0
Macedo de Cavaleiros,2010,1827.0
Miranda do Douro,2010,1075.0
Mirandela,2010,2473.0
Mogadouro,2010,1361.0
Vila Flor,2010,812.0
Vimioso,2010,773.0
Vinhais,2010,1569.0
Alcobaça,2010,4776.0
Alenquer,2010,3191.0
Arruda dos Vinhos,2010,1024.0
Bombarral,2010,1251.0
Cadaval,2010,1521.0
Caldas da Rainha,2010,4293.0
Lourinhã,2010,2037.0
Nazaré,2010,1141.0
Óbidos,2010,1094.0
Peniche,2010,2266.0
Sobral de Monte Agraço,2010,735.0
Torres Vedras,2010,6491.0
Águeda,2010,3944.0
Albergaria-a-Velha,2010,1791.0
Anadia,2010,2800.0
Aveiro,2010,5369.0
Estarreja,2010,2173.0
Ílhavo,2010,2543.0
Murtosa,2010,818.0
Oliveira do Bairro,2010,1896.0
Ovar,2010,3474.0
Sever do Vouga,2010,1164.0
Vagos,2010,1750.0
Arganil,2010,1388.0
Cantanhede,2010,3607.0
Coimbra,2010,11405.0
Condeixa-a-Nova,2010,1250.0
Figueira da Foz,2010,5490.0
Góis,2010,551.0
Lousã,2010,1208.0
Mealhada,2010,1748.0
Mira,2010,1235.0
Miranda do Corvo,2010,1048.0
Montemor-o-Velho,2010,2481.0
Mortágua,2010,1105.0
Oliveira do Hospital,2010,2021.0
Pampilhosa da Serra,2010,706.0
Penacova,2010,1471.0
Penela,2010,704.0
Soure,2010,2198.0
Tábua,2010,1151.0
Vila Nova de Poiares,2010,531.0
Alvaiázere,2010,921.0
Ansião,2010,1359.0
Batalha,2010,1236.0
Castanheira de Pêra,2010,386.0
Figueiró dos Vinhos,2010,717.0
Leiria,2010,9043.0
Marinha Grande,2010,2995.0
Pedrógão Grande,2010,534.0
Pombal,2010,5253.0
Porto de Mós,2010,2094.0
Aguiar da Beira,2010,624.0
Carregal do Sal,2010,991.0
Castro Daire,2010,1696.0
Mangualde,2010,1900.0
Nelas,2010,1367.0
Oliveira de Frades,2010,843.0
Penalva do Castelo,2010,915.0
Santa Comba Dão,2010,1197.0
São Pedro do Sul,2010,1720.0
Sátão,2010,1103.0
Tondela,2010,3250.0
Vila Nova de Paiva,2010,554.0
Viseu,2010,7278.0
Vouzela,2010,1202.0
Castelo Branco,2010,5326.0
Idanha-a-Nova,2010,1791.0
Oleiros,2010,876.0
Penamacor,2010,1049.0
Proença-a-Nova,2010,1071.0
Vila Velha de Ródão,2010,570.0
Abrantes,2010,4153.0
Alcanena,2010,1320.0
Constância,2010,362.0
Entroncamento,2010,1481.0
Ferreira do Zêzere,2010,948.0
Mação,2010,1144.0
Ourém,2010,3879.0
Sardoal,2010,405.0
Sertã,2010,1774.0
Tomar,2010,4083.0
Torres Novas,2010,3491.0
Vila de Rei,2010,433.0
Vila Nova da Barquinha,2010,780.0
Almeida,2010,1046.0
Belmonte,2010,712.0
Celorico da Beira,2010,903.0
Covilhã,2010,4760.0
Figueira de Castelo Rodrigo,2010,805.0
Fornos de Algodres,2010,613.0
Fundão,2010,3256.0
Gouveia,2010,1739.0
Guarda,2010,3534.0
Manteigas,2010,351.0
Mêda,2010,728.0
Pinhel,2010,1245.0
Sabugal,2010,2003.0
Seia,2010,2483.0
Trancoso,2010,1179.0
Alcochete,2010,1096.0
Almada,2010,14356.0
Amadora,2010,14059.0
Barreiro,2010,7185.0
Cascais,2010,14166.0
Lisboa,2010,52966.0
Loures,2010,15168.0
Mafra,2010,4888.0
Moita,2010,4457.0
Montijo,2010,3463.0
Odivelas,2010,10070.0
Oeiras,2010,13573.0
Palmela,2010,4554.0
Seixal,2010,10219.0
Sesimbra,2010,3425.0
Setúbal,2010,8786.0
Sintra,2010,21276.0
Vila Franca de Xira,2010,7850.0
Alcácer do Sal,2010,1384.0
Grândola,2010,1650.0
Odemira,2010,3214.0
Santiago do Cacém,2010,3089.0
Sines,2010,1037.0
Aljustrel,2010,927.0
Almodôvar,2010,967.0
Alvito,2010,237.0
Barrancos,2010,183.0
Beja,2010,2933.0
Castro Verde,2010,735.0
Cuba,2010,507.0
Ferreira do Alentejo,2010,894.0
Mértola,2010,1064.0
Moura,2010,1364.0
Ourique,2010,757.0
Serpa,2010,1655.0
Vidigueira,2010,637.0
Almeirim,2010,2013.0
Alpiarça,2010,758.0
Azambuja,2010,1956.0
Benavente,2010,1949.0
Cartaxo,2010,2099.0
Chamusca,2010,1141.0
Coruche,2010,2495.0
Golegã,2010,492.0
Rio Maior,2010,1807.0
Salvaterra de Magos,2010,1929.0
Santarém,2010,5557.0
Alter do Chão,2010,479.0
Arronches,2010,425.0
Avis,2010,608.0
Campo Maior,2010,747.0
Castelo de Vide,2010,434.0
Crato,2010,502.0
Elvas,2010,2190.0
Fronteira,2010,375.0
Gavião,2010,665.0
Marvão,2010,509.0
Monforte,2010,405.0
Nisa,2010,1117.0
Ponte de Sor,2010,1768.0
Portalegre,2010,2506.0
Sousel,2010,623.0
Alandroal,2010,752.0
Arraiolos,2010,812.0
Borba,2010,833.0
Estremoz,2010,1704.0
Évora,2010,4572.0
Montemor-o-Novo,2010,2130.0
Mora,2010,674.0
Mourão,2010,249.0
Portel,2010,738.0
Redondo,2010,733.0
Reguengos de Monsaraz,2010,1059.0
Vendas Novas,2010,1268.0
Viana do Alentejo,2010,580.0
Vila Viçosa,2010,800.0
Albufeira,2010,2368.0
Alcoutim,2010,599.0
Aljezur,2010,810.0
Castro Marim,2010,816.0
Faro,2010,4683.0
Lagoa,2010,1735.0
Lagos,2010,2510.0
Loulé,2010,5802.0
Monchique,2010,939.0
Olhão,2010,3329.0
Portimão,2010,4072.0
São Brás de Alportel,2010,1002.0
Silves,2010,3697.0
Tavira,2010,2842.0
Vila do Bispo,2010,623.0
Vila Real de Santo António,2010,1436.0
Vila do Porto,2010,270.0
Lagoa [R.A.A.],2010,589.0
Nordeste,2010,350.0
Ponta Delgada,2010,2896.0
Povoação,2010,382.0
Ribeira Grande,2010,1020.0
Vila Franca do Campo,2010,532.0
Angra do Heroísmo,2010,2030.0
Vila da Praia da Vitória,2010,1160.0
Santa Cruz da Graciosa,2010,377.0
Calheta [R.A.A.],2010,345.0
Velas,2010,411.0
Lajes do Pico,2010,443.0
Madalena,2010,452.0
São Roque do Pico,2010,263.0
Horta,2010,913.0
Lajes das Flores,2010,136.0
Santa Cruz das Flores,2010,163.0
Corvo,2010,42.0
Calheta [R.A.M.],2010,859.0
Câmara de Lobos,2010,1201.0
Funchal,2010,5813.0
Machico,2010,973.0
Ponta do Sol,2010,487.0
Porto Moniz,2010,217.0
Ribeira Brava,2010,608.0
Santa Cruz,2010,1518.0
Santana,2010,615.0
São Vicente,2010,493.0
Porto Santo,2010,260.0
Arcos de Valdevez,2011,2705.0
Caminha,2011,1441.0
Melgaço,2011,1295.0
Monção,2011,2087.0
Paredes de Coura,2011,937.0
Ponte da Barca,2011,1117.0
Ponte de Lima,2011,3343.0
Valença,2011,1211.0
Viana do Castelo,2011,6762.0
Vila Nova de Cerveira,2011,764.0
Amares,2011,1263.0
Barcelos,2011,6683.0
Braga,2011,9569.0
Esposende,2011,1915.0
Terras de Bouro,2011,739.0
Vila Verde,2011,3268.0
Cabeceiras de Basto,2011,1302.0
Fafe,2011,3081.0
Guimarães,2011,8813.0
Mondim de Basto,2011,650.0
Póvoa de Lanhoso,2011,1518.0
Vieira do Minho,2011,1199.0
Vila Nova de Famalicão,2011,7595.0
Vizela,2011,1134.0
Arouca,2011,1626.0
Espinho,2011,2570.0
Gondomar,2011,10552.0
Maia,2011,7804.0
Matosinhos,2011,11861.0
Oliveira de Azeméis,2011,5128.0
Paredes,2011,4243.0
Porto,2011,21006.0
Póvoa de Varzim,2011,3580.0
Santa Maria da Feira,2011,8618.0
Santo Tirso,2011,5111.0
São João da Madeira,2011,1455.0
Trofa,2011,2142.0
Vale de Cambra,2011,2019.0
Valongo,2011,5353.0
Vila do Conde,2011,4858.0
Vila Nova de Gaia,2011,19466.0
Boticas,2011,766.0
Chaves,2011,4216.0
Montalegre,2011,1495.0
Ribeira de Pena,2011,727.0
Valpaços,2011,2265.0
Vila Pouca de Aguiar,2011,1495.0
Amarante,2011,3635.0
Baião,2011,1536.0
Castelo de Paiva,2011,1020.0
Celorico de Basto,2011,1563.0
Cinfães,2011,1688.0
Felgueiras,2011,2942.0
Lousada,2011,2131.0
Marco de Canaveses,2011,2778.0
Paços de Ferreira,2011,2673.0
Penafiel,2011,3837.0
Resende,2011,998.0
Alijó,2011,1398.0
Armamar,2011,634.0
Carrazeda de Ansiães,2011,877.0
Freixo de Espada à Cinta,2011,540.0
Lamego,2011,2116.0
Mesão Frio,2011,319.0
Moimenta da Beira,2011,983.0
Murça,2011,687.0
Penedono,2011,306.0
Peso da Régua,2011,1246.0
Sabrosa,2011,639.0
Santa Marta de Penaguião,2011,666.0
São João da Pesqueira,2011,743.0
Sernancelhe,2011,629.0
Tabuaço,2011,626.0
Tarouca,2011,657.0
Torre de Moncorvo,2011,1242.0
Vila Nova de Foz Côa,2011,920.0
Vila Real,2011,3669.0
Alfândega da Fé,2011,719.0
Bragança,2011,3371.0
Macedo de Cavaleiros,2011,1822.0
Miranda do Douro,2011,1061.0
Mirandela,2011,2497.0
Mogadouro,2011,1332.0
Vila Flor,2011,801.0
Vimioso,2011,747.0
Vinhais,2011,1551.0
Alcobaça,2011,4866.0
Alenquer,2011,3220.0
Arruda dos Vinhos,2011,1062.0
Bombarral,2011,1238.0
