Year,Municipality,GER
2012,Tábua,66.8
2012,Vila Nova de Poiares,135.0
2012,Alvaiázere,45.9
2012,Ansião,131.1
2012,Batalha,83.6
2012,Castanheira de Pêra,
2012,Figueiró dos Vinhos,171.6
2012,Leiria,125.9
2012,Marinha Grande,164.9
2012,Pedrógão Grande,229.3
2012,Pombal,133.6
2012,Porto de Mós,118.9
2012,Carregal do Sal,52.2
2012,Castro Daire,108.6
2012,Mangualde,105.6
2012,Nelas,98.0
2012,Oliveira de Frades,112.1
2012,Penalva do Castelo,77.2
2012,Santa Comba Dão,122.1
2012,São Pedro do Sul,153.9
2012,Sátão,90.2
2012,Tondela,115.2
2012,Vila Nova de Paiva,117.6
2012,Viseu,148.2
2012,Vouzela,113.1
2012,Aguiar da Beira,75.0
2012,Cascais,117.8
2012,Lisboa,271.3
2012,Loures,78.4
2012,Mafra,82.5
2012,Oeiras,131.6
2012,Sintra,93.3
2012,Vila Franca de Xira,109.8
2012,Amadora,133.3
2012,Odivelas,120.6
2012,Alcochete,106.4
2012,Almada,129.5
2012,Barreiro,160.2
2012,Moita,76.8
2012,Montijo,87.6
2012,Palmela,86.2
2012,Seixal,104.2
2012,Sesimbra,86.4
2012,Setúbal,136.3
2012,Alandroal,38.1
2012,Arraiolos,149.5
2012,Borba,26.1
2012,Estremoz,181.2
2012,Évora,181.5
2012,Montemor-o-Novo,81.5
2012,Mora,104.4
2012,Mourão,
2012,Portel,14.4
2012,Redondo,77.4
2012,Reguengos de Monsaraz,151.2
2012,Vendas Novas,150.5
2012,Viana do Alentejo,139.7
2012,Vila Viçosa,191.4
2012,Alcácer do Sal,147.1
2012,Grândola,166.9
2012,Santiago do Cacém,183.2
2012,Sines,138.6
2012,Odemira,172.7
2012,Alter do Chão,144.2
2012,Arronches,23.1
2012,Avis,106.6
2012,Campo Maior,113.6
2012,Castelo de Vide,50.0
2012,Crato,180.0
2012,Elvas,116.4
2012,Fronteira,87.5
2012,Gavião,7.0
2012,Marvão,
2012,Monforte,
2012,Nisa,138.4
2012,Ponte de Sor,154.5
2012,Portalegre,232.7
2012,Sousel,14.0
2012,Aljustrel,133.0
2012,Almodôvar,177.8
2012,Alvito,300.0
2012,Barrancos,52.4
2012,Beja,181.5
2012,Castro Verde,129.2
2012,Cuba,56.1
2012,Ferreira do Alentejo,81.6
2012,Mértola,172.0
2012,Moura,140.1
2012,Ourique,123.3
2012,Serpa,102.4
2012,Vidigueira,124.7
2012,Azambuja,74.0
2012,Almeirim,97.9
2012,Alpiarça,60.2
2012,Benavente,62.8
2012,Cartaxo,86.7
2012,Chamusca,51.5
2012,Coruche,111.8
2012,Golegã,46.1
2012,Rio Maior,127.9
2012,Salvaterra de Magos,142.3
2012,Santarém,204.2
2012,Albufeira,122.0
2012,Alcoutim,17.4
2012,Aljezur,
2012,Castro Marim,
2012,Faro,183.0
2012,Lagoa,54.8
2012,Lagos,150.1
2012,Loulé,135.6
2012,Monchique,16.4
2012,Olhão,81.4
2012,Portimão,185.3
2012,São Brás de Alportel,117.6
2012,Silves,102.7
2012,Tavira,124.3
2012,Vila do Bispo,17.1
2012,Vila Real de Santo António,154.7
2013,Arcos de Valdevez,136.3
2013,Caminha,169.1
2013,Melgaço,132.4
2013,Monção,120.9
2013,Paredes de Coura,98.0
2013,Ponte da Barca,123.4
2013,Ponte de Lima,94.5
2013,Valença,96.8
2013,Viana do Castelo,153.8
2013,Vila Nova de Cerveira,121.2
2013,Boticas,2.8
2013,Chaves,195.9
2013,Montalegre,94.6
2013,Ribeira de Pena,124.8
2013,Valpaços,101.4
2013,Vila Pouca de Aguiar,89.7
2013,Arouca,92.3
2013,Espinho,218.8
2013,Santa Maria da Feira,113.0
2013,Oliveira de Azeméis,78.8
2013,São João da Madeira,355.7
2013,Vale de Cambra,95.9
2013,Gondomar,78.3
2013,Maia,76.9
2013,Matosinhos,87.6
2013,Paredes,76.2
2013,Porto,391.9
2013,Póvoa de Varzim,116.0
2013,Santo Tirso,142.6
2013,Valongo,82.0
2013,Vila do Conde,78.3
2013,Vila Nova de Gaia,85.7
2013,Trofa,90.3
2013,Mondim de Basto,88.8
2013,Cabeceiras de Basto,102.6
2013,Fafe,93.3
2013,Guimarães,99.0
2013,Póvoa de Lanhoso,93.3
2013,Vieira do Minho,82.3
2013,Vila Nova de Famalicão,117.2
2013,Vizela,94.0
2013,Amares,91.0
2013,Barcelos,91.4
2013,Braga,184.9
2013,Esposende,102.6
2013,Terras de Bouro,85.7
2013,Vila Verde,86.8
2013,Alijó,80.1
2013,Mesão Frio,143.9
2013,Murça,151.4
2013,Peso da Régua,171.7
2013,Sabrosa,126.1
2013,Santa Marta de Penaguião,
2013,Vila Real,192.0
2013,Armamar,18.9
2013,Lamego,147.9
2013,Moimenta da Beira,146.1
2013,Penedono,4.3
2013,São João da Pesqueira,101.5
2013,Sernancelhe,96.4
2013,Tabuaço,67.0
2013,Tarouca,72.3
2013,Carrazeda de Ansiães,126.3
2013,Freixo de Espada à Cinta,32.7
2013,Torre de Moncorvo,87.8
2013,Vila Nova de Foz Côa,78.1
2013,Castelo de Paiva,96.4
2013,Amarante,139.8
2013,Baião,63.8
2013,Felgueiras,109.6
2013,Lousada,76.9
2013,Marco de Canaveses,86.7
2013,Paços de Ferreira,77.4
2013,Penafiel,85.2
2013,Cinfães,96.3
2013,Resende,108.9
2013,Celorico de Basto,97.7
2013,Alfândega da Fé,120.9
2013,Bragança,169.7
2013,Macedo de Cavaleiros,91.3
2013,Miranda do Douro,116.2
2013,Mirandela,154.7
2013,Mogadouro,107.5
2013,Vila Flor,155.7
2013,Vimioso,
2013,Vinhais,83.9
2013,Castelo Branco,162.7
2013,Idanha-a-Nova,150.0
2013,Oleiros,46.9
2013,Penamacor,101.9
2013,Proença-a-Nova,98.4
2013,Vila Velha de Ródão,28.2
2013,Belmonte,136.6
2013,Covilhã,134.4
2013,Fundão,141.5
2013,Almeida,82.1
2013,Celorico da Beira,85.4
2013,Figueira de Castelo Rodrigo,83.1
2013,Fornos de Algodres,103.9
2013,Gouveia,151.3
2013,Guarda,163.3
2013,Manteigas,165.5
2013,Meda,82.6
2013,Pinhel,81.1
2013,Sabugal,71.1
2013,Seia,168.6
2013,Trancoso,151.9
2013,Abrantes,133.6
2013,Alcanena,73.7
2013,Constância,18.8
2013,Entroncamento,145.7
2013,Ferreira do Zêzere,62.2
2013,Mação,104.4
2013,Sardoal,108.5
2013,Tomar,167.2
2013,Torres Novas,120.0
2013,Vila Nova da Barquinha,84.2
2013,Ourém,148.9
2013,Sertã,145.2
2013,Vila de Rei,56.8
2013,Alcobaça,98.7
2013,Bombarral,65.6
2013,Caldas da Rainha,147.9
2013,Nazaré,99.5
2013,Óbidos,66.7
2013,Peniche,105.4
2013,Alenquer,88.5
2013,Arruda dos Vinhos,142.6
2013,Cadaval,64.4
2013,Lourinhã,84.0
2013,Sobral de Monte Agraço,47.7
2013,Torres Vedras,139.5
2013,Águeda,120.8
2013,Albergaria-a-Velha,119.7
2013,Anadia,113.3
2013,Aveiro,180.0
2013,Estarreja,80.9
2013,Ílhavo,65.3
2013,Murtosa,30.1
2013,Oliveira do Bairro,99.0
2013,Ovar,91.0
2013,Sever do Vouga,101.1
2013,Vagos,112.5
2013,Mealhada,74.6
2013,Mortágua,150.8
2013,Arganil,272.2
2013,Cantanhede,119.8
2013,Coimbra,190.3
2013,Condeixa-a-Nova,60.5
2013,Figueira da Foz,113.9
2013,Góis,
2013,Lousã,102.8
2013,Mira,65.2
2013,Miranda do Corvo,79.1
2013,Montemor-o-Velho,78.8
2013,Oliveira do Hospital,117.8
2013,Pampilhosa da Serra,23.3
2013,Penacova,71.1
2013,Penela,19.8
2013,Soure,91.6
2013,Tábua,82.2
2013,Vila Nova de Poiares,80.1
2013,Alvaiázere,67.0
2013,Ansião,129.1
2013,Batalha,72.5
2013,Castanheira de Pêra,
2013,Figueiró dos Vinhos,136.3
2013,Leiria,122.8
2013,Marinha Grande,136.3
2013,Pedrógão Grande,220.4
2013,Pombal,113.4
2013,Porto de Mós,105.8
2013,Carregal do Sal,48.9
2013,Castro Daire,101.9
2013,Mangualde,104.2
2013,Nelas,85.7
2013,Oliveira de Frades,99.0
2013,Penalva do Castelo,92.5
2013,Santa Comba Dão,103.6
2013,São Pedro do Sul,143.2
2013,Sátão,91.4
2013,Tondela,125.0
2013,Vila Nova de Paiva,102.4
2013,Viseu,152.2
2013,Vouzela,120.5
2013,Aguiar da Beira,81.2
2013,Cascais,109.7
2013,Lisboa,276.9
2013,Loures,70.3
2013,Mafra,71.8
2013,Oeiras,111.0
2013,Sintra,91.5
2013,Vila Franca de Xira,114.3
2013,Amadora,137.3
2013,Odivelas,113.6
2013,Alcochete,109.1
2013,Almada,128.9
2013,Barreiro,154.4
2013,Moita,76.9
2013,Montijo,85.8
2013,Palmela,85.1
2013,Seixal,108.1
2013,Sesimbra,72.0
2013,Setúbal,139.6
2013,Alandroal,6.3
2013,Arraiolos,96.3
2013,Borba,23.9
2013,Estremoz,166.5
2013,Évora,161.2
2013,Montemor-o-Novo,71.5
2013,Mora,80.0
2013,Mourão,
2013,Portel,2.5
2013,Redondo,68.8
2013,Reguengos de Monsaraz,134.7
2013,Vendas Novas,126.6
2013,Viana do Alentejo,118.1
2013,Vila Viçosa,190.8
2013,Alcácer do Sal,105.3
2013,Grândola,154.2
2013,Santiago do Cacém,139.5
2013,Sines,146.6
2013,Odemira,147.7
2013,Alter do Chão,163.8
2013,Arronches,
2013,Avis,107.4
2013,Campo Maior,100.0
2013,Castelo de Vide,1.9
2013,Crato,94.9
2013,Elvas,111.5
2013,Fronteira,10.5
2013,Gavião,6.3
2013,Marvão,
2013,Monforte,
2013,Nisa,105.1
2013,Ponte de Sor,132.5
2013,Portalegre,228.2
2013,Sousel,3.3
2013,Aljustrel,129.7
2013,Almodôvar,113.3
2013,Alvito,230.3
2013,Barrancos,40.0
2013,Beja,188.4
2013,Castro Verde,128.7
2013,Cuba,98.8
2013,Ferreira do Alentejo,61.7
2013,Mértola,150.7
2013,Moura,131.6
2013,Ourique,72.2
2013,Serpa,120.2
2013,Vidigueira,106.1
2013,Azambuja,69.2
2013,Almeirim,89.1
2013,Alpiarça,58.8
2013,Benavente,59.1
2013,Cartaxo,79.3
2013,Chamusca,57.7
2013,Coruche,95.4
2013,Golegã,43.4
2013,Rio Maior,118.4
2013,Salvaterra de Magos,150.0
2013,Santarém,180.2
2013,Albufeira,121.4
2013,Alcoutim,
2013,Aljezur,
2013,Castro Marim,
2013,Faro,193.4
2013,Lagoa,49.9
2013,Lagos,122.5
2013,Loulé,112.4
2013,Monchique,10.0
2013,Olhão,89.0
2013,Portimão,183.9
2013,São Brás de Alportel,98.6
2013,Silves,73.1
2013,Tavira,118.8
2013,Vila do Bispo,
2013,Vila Real de Santo António,129.5
2014,Arcos de Valdevez,124.8
2014,Caminha,138.9
2014,Melgaço,97.7
2014,Monção,129.3
2014,Paredes de Coura,103.1
2014,Ponte da Barca,117.5
2014,Ponte de Lima,99.3
2014,Valença,78.4
2014,Viana do Castelo,153.4
2014,Vila Nova de Cerveira,113.1
2014,Boticas,
2014,Chaves,172.6
2014,Montalegre,84.9
2014,Ribeira de Pena,119.8
2014,Valpaços,81.1
2014,Vila Pouca de Aguiar,69.4
2014,Arouca,86.8
2014,Espinho,216.0
2014,Santa Maria da Feira,102.8
2014,Oliveira de Azeméis,78.3
2014,São João da Madeira,353.9
2014,Vale de Cambra,85.0
2014,Gondomar,74.1
2014,Maia,77.1
2014,Matosinhos,80.6
2014,Paredes,68.5
2014,Porto,385.8
2014,Póvoa de Varzim,115.4
2014,Santo Tirso,130.6
2014,Valongo,73.7
2014,Vila do Conde,72.3
2014,Vila Nova de Gaia,83.0
2014,Trofa,86.2
2014,Mondim de Basto,95.0
2014,Cabeceiras de Basto,94.1
2014,Fafe,99.2
2014,Guimarães,97.6
2014,Póvoa de Lanhoso,85.7
2014,Vieira do Minho,88.0
2014,Vila Nova de Famalicão,110.8
2014,Vizela,82.0
2014,Amares,82.1
2014,Barcelos,91.3
2014,Braga,172.7
2014,Esposende,88.7
2014,Terras de Bouro,83.8
2014,Vila Verde,75.9
2014,Alijó,74.0
2014,Mesão Frio,134.5
2014,Murça,163.6
2014,Peso da Régua,142.5
2014,Sabrosa,66.3
2014,Santa Marta de Penaguião,
2014,Vila Real,174.6
2014,Armamar,30.0
2014,Lamego,136.5
2014,Moimenta da Beira,135.6
2014,Penedono,25.0
2014,São João da Pesqueira,91.2
2014,Sernancelhe,131.9
2014,Tabuaço,64.4
2014,Tarouca,70.2
2014,Carrazeda de Ansiães,160.8
2014,Freixo de Espada à Cinta,12.7
2014,Torre de Moncorvo,100.0
2014,Vila Nova de Foz Côa,80.0
2014,Castelo de Paiva,102.6
2014,Amarante,125.0
2014,Baião,77.6
2014,Felgueiras,100.3
2014,Lousada,79.5
2014,Marco de Canaveses,84.2
2014,Paços de Ferreira,79.9
2014,Penafiel,81.9
2014,Cinfães,93.6
2014,Resende,105.6
2014,Celorico de Basto,76.2
2014,Alfândega da Fé,104.5
2014,Bragança,156.5
2014,Macedo de Cavaleiros,79.1
2014,Miranda do Douro,117.4
2014,Mirandela,138.9
2014,Mogadouro,123.0
2014,Vila Flor,113.8
2014,Vimioso,26.2
2014,Vinhais,77.9
2014,Castelo Branco,155.8
2014,Idanha-a-Nova,118.2
2014,Oleiros,60.7
2014,Penamacor,85.7
2014,Proença-a-Nova,87.7
2014,Vila Velha de Ródão,
2014,Belmonte,47.6
2014,Covilhã,132.5
2014,Fundão,130.7
2014,Almeida,89.5
2014,Celorico da Beira,89.0
2014,Figueira de Castelo Rodrigo,56.9
2014,Fornos de Algodres,86.3
2014,Gouveia,140.8
2014,Guarda,155.6
2014,Manteigas,155.4
2014,Meda,57.1
2014,Pinhel,102.3
2014,Sabugal,66.7
2014,Seia,145.9
2014,Trancoso,131.1
2014,Abrantes,122.3
2014,Alcanena,56.5
2014,Constância,15.6
2014,Entroncamento,141.5
2014,Ferreira do Zêzere,50.8
2014,Mação,93.7
2014,Sardoal,106.7
2014,Tomar,164.0
2014,Torres Novas,112.8
2014,Vila Nova da Barquinha,53.7
2014,Ourém,144.7
2014,Sertã,124.1
2014,Vila de Rei,53.3
2014,Alcobaça,98.2
2014,Bombarral,63.1
2014,Caldas da Rainha,146.3
2014,Nazaré,104.7
2014,Óbidos,48.6
2014,Peniche,90.9
2014,Alenquer,83.5
2014,Arruda dos Vinhos,131.5
2014,Cadaval,42.7
2014,Lourinhã,71.7
2014,Sobral de Monte Agraço,49.7
2014,Torres Vedras,129.3
2014,Águeda,127.0
2014,Albergaria-a-Velha,112.8
2014,Anadia,114.8
2014,Aveiro,186.2
2014,Estarreja,85.2
2014,Ílhavo,57.8
2014,Murtosa,16.8
2014,Oliveira do Bairro,93.8
2014,Ovar,86.5
2014,Sever do Vouga,85.9
2014,Vagos,129.6
2014,Mealhada,65.4
2014,Mortágua,122.0
2014,Arganil,252.8
2014,Cantanhede,103.8
2014,Coimbra,189.5
2014,Condeixa-a-Nova,52.9
2014,Figueira da Foz,106.6
2014,Góis,
2014,Lousã,96.1
2014,Mira,69.9
2014,Miranda do Corvo,78.6
2014,Montemor-o-Velho,69.5
2014,Oliveira do Hospital,113.7
2014,Pampilhosa da Serra,23.1
2014,Penacova,68.9
2014,Penela,26.2
2014,Soure,81.5
2014,Tábua,80.9
2014,Vila Nova de Poiares,63.8
2014,Alvaiázere,81.7
2014,Ansião,127.0
2014,Batalha,59.4
2014,Castanheira de Pêra,
2014,Figueiró dos Vinhos,158.3
2014,Leiria,118.5
2014,Marinha Grande,129.8
2014,Pedrógão Grande,187.0
2014,Pombal,104.4
2014,Porto de Mós,105.9
2014,Carregal do Sal,47.1
2014,Castro Daire,88.8
2014,Mangualde,86.8
2014,Nelas,82.6
2014,Oliveira de Frades,93.9
2014,Penalva do Castelo,92.1
2014,Santa Comba Dão,100.0
2014,São Pedro do Sul,154.3
2014,Sátão,85.4
2014,Tondela,119.7
2014,Vila Nova de Paiva,96.3
2014,Viseu,150.1
2014,Vouzela,116.4
2014,Aguiar da Beira,100.0
2014,Cascais,110.7
2014,Lisboa,268.8
2014,Loures,64.8
2014,Mafra,75.1
2014,Oeiras,104.3
2014,Sintra,86.6
2014,Vila Franca de Xira,103.0
2014,Amadora,141.7
2014,Odivelas,99.1
2014,Alcochete,100.0
2014,Almada,126.9
2014,Barreiro,150.4
2014,Moita,72.9
2014,Montijo,78.8
2014,Palmela,75.7
2014,Seixal,98.9
2014,Sesimbra,71.3
2014,Setúbal,132.4
2014,Alandroal,26.9
2014,Arraiolos,100.0
2014,Borba,14.3
2014,Estremoz,162.6
2014,Évora,171.3
2014,Montemor-o-Novo,78.9
2014,Mora,65.4
2014,Mourão,13.0
2014,Portel,6.9
2014,Redondo,72.8
2014,Reguengos de Monsaraz,144.5
2014,Vendas Novas,110.6
2014,Viana do Alentejo,98.8
2014,Vila Viçosa,177.5
2014,Alcácer do Sal,131.4
2014,Grândola,126.5
2014,Santiago do Cacém,138.3
2014,Sines,147.0
2014,Odemira,132.9
2014,Alter do Chão,165.8
2014,Arronches,
2014,Avis,118.5
2014,Campo Maior,83.2
2014,Castelo de Vide,
2014,Crato,80.8
2014,Elvas,96.6
2014,Fronteira,
2014,Gavião,
2014,Marvão,
2014,Monforte,
2014,Nisa,107.8
2014,Ponte de Sor,139.2
2014,Portalegre,212.9
2014,Sousel,15.3
2014,Aljustrel,158.7
2014,Almodôvar,73.1
2014,Alvito,233.3
2014,Barrancos,34.5
2014,Beja,186.2
2014,Castro Verde,103.0
2014,Cuba,86.3
2014,Ferreira do Alentejo,44.9
2014,Mértola,167.2
2014,Moura,114.5
2014,Ourique,75.6
2014,Serpa,112.3
2014,Vidigueira,89.7
2014,Azambuja,58.8
2014,Almeirim,77.7
2014,Alpiarça,62.5
2014,Benavente,58.8
2014,Cartaxo,74.7
2014,Chamusca,39.3
2014,Coruche,91.4
2014,Golegã,45.6
2014,Rio Maior,110.1
2014,Salvaterra de Magos,122.7
2014,Santarém,181.2
2014,Albufeira,116.2
2014,Alcoutim,
2014,Aljezur,
2014,Castro Marim,
2014,Faro,193.6
2014,Lagoa,50.4
2014,Lagos,110.6
2014,Loulé,107.0
2014,Monchique,
2014,Olhão,83.1
2014,Portimão,166.9
2014,São Brás de Alportel,79.7
2014,Silves,73.8
2014,Tavira,113.4
2014,Vila do Bispo,
2014,Vila Real de Santo António,117.8
2015,Arcos de Valdevez,114.0
2015,Caminha,123.6
2015,Melgaço,101.1
2015,Monção,112.2
2015,Paredes de Coura,84.9
2015,Ponte da Barca,119.5
2015,Ponte de Lima,96.5
2015,Valença,91.4
2015,Viana do Castelo,176.5
2015,Vila Nova de Cerveira,118.3
2015,Boticas,23.4
2015,Chaves,164.8
2015,Montalegre,115.1
2015,Ribeira de Pena,94.6
2015,Valpaços,77.6
2015,Vila Pouca de Aguiar,79.7
2015,Arouca,90.8
2015,Espinho,234.8
2015,Santa Maria da Feira,99.4
2015,Oliveira de Azeméis,80.2
2015,São João da Madeira,337.2
2015,Vale de Cambra,78.1
2015,Gondomar,78.8
2015,Maia,74.3
2015,Matosinhos,82.9
2015,Paredes,74.6
2015,Porto,387.1
2015,Póvoa de Varzim,117.1
2015,Santo Tirso,140.6
2015,Valongo,74.8
2015,Vila do Conde,73.0
2015,Vila Nova de Gaia,85.6
2015,Trofa,87.3
2015,Mondim de Basto,100.0
2015,Cabeceiras de Basto,86.3
2015,Fafe,102.2
2015,Guimarães,100.4
2015,Póvoa de Lanhoso,92.7
2015,Vieira do Minho,73.8
2015,Vila Nova de Famalicão,109.4
2015,Vizela,101.9
2015,Amares,82.2
2015,Barcelos,89.2
2015,Braga,163.4
2015,Esposende,91.2
2015,Terras de Bouro,78.8
2015,Vila Verde,85.3
2015,Alijó,71.3
2015,Mesão Frio,163.1
2015,Murça,178.1
2015,Peso da Régua,147.2
2015,Sabrosa,76.0
2015,Santa Marta de Penaguião,
2015,Vila Real,161.9
2015,Armamar,58.7
2015,Lamego,131.6
2015,Moimenta da Beira,147.1
2015,Penedono,
2015,São João da Pesqueira,98.5
2015,Sernancelhe,136.4
2015,Tabuaço,50.8
2015,Tarouca,68.8
2015,Carrazeda de Ansiães,142.2
2015,Freixo de Espada à Cinta,5.4
2015,Torre de Moncorvo,100.0
2015,Vila Nova de Foz Côa,100.0
2015,Castelo de Paiva,83.4
2015,Amarante,126.5
2015,Baião,125.4
2015,Felgueiras,104.7
2015,Lousada,92.2
2015,Marco de Canaveses,85.8
2015,Paços de Ferreira,79.5
2015,Penafiel,83.2
2015,Cinfães,109.5
2015,Resende,139.8
2015,Celorico de Basto,69.1
2015,Alfândega da Fé,85.5
2015,Bragança,164.4
2015,Macedo de Cavaleiros,96.9
2015,Miranda do Douro,102.4
2015,Mirandela,142.7
2015,Mogadouro,158.1
2015,Vila Flor,106.2
2015,Vimioso,
2015,Vinhais,131.9
2015,Castelo Branco,152.6
2015,Idanha-a-Nova,120.2
2015,Oleiros,98.0
2015,Penamacor,81.3
2015,Proença-a-Nova,83.6
2015,Vila Velha de Ródão,
2015,Belmonte,35.3
2015,Covilhã,123.3
2015,Fundão,130.5
2015,Almeida,88.0
2015,Celorico da Beira,85.5
2015,Figueira de Castelo Rodrigo,64.3
2015,Fornos de Algodres,88.4
2015,Gouveia,112.4
2015,Guarda,160.3
2015,Manteigas,76.3
2015,Meda,64.7
2015,Pinhel,106.8
2015,Sabugal,85.2
2015,Seia,168.0
2015,Trancoso,131.6
2015,Abrantes,117.3
2015,Alcanena,63.9
2015,Constância,41.5
2015,Entroncamento,151.1
2015,Ferreira do Zêzere,50.0
2015,Mação,100.0
2015,Sardoal,111.5
2015,Tomar,161.4
2015,Torres Novas,104.5
2015,Vila Nova da Barquinha,59.1
2015,Ourém,150.7
2015,Sertã,122.1
2015,Vila de Rei,42.2
2015,Alcobaça,97.0
2015,Bombarral,75.8
2015,Caldas da Rainha,156.7
2015,Nazaré,88.4
2015,Óbidos,48.8
2015,Peniche,83.6
2015,Alenquer,96.6
2015,Arruda dos Vinhos,134.4
2015,Cadaval,42.2
2015,Lourinhã,71.0
2015,Sobral de Monte Agraço,48.6
2015,Torres Vedras,135.7
2015,Águeda,136.4
2015,Albergaria-a-Velha,121.8
2015,Anadia,107.8
2015,Aveiro,198.8
2015,Estarreja,87.6
2015,Ílhavo,55.1
2015,Murtosa,16.7
2015,Oliveira do Bairro,92.6
2015,Ovar,87.7
2015,Sever do Vouga,88.0
2015,Vagos,125.6
2015,Mealhada,68.4
2015,Mortágua,124.6
2015,Arganil,240.3
2015,Cantanhede,103.7
2015,Coimbra,187.9
2015,Condeixa-a-Nova,52.6
2015,Figueira da Foz,105.9
2015,Góis,
2015,Lousã,102.3
2015,Mira,63.4
2015,Miranda do Corvo,67.3
2015,Montemor-o-Velho,63.3
2015,Oliveira do Hospital,106.5
2015,Pampilhosa da Serra,21.2
2015,Penacova,78.7
2015,Penela,26.7
2015,Soure,78.6
2015,Tábua,71.6
2015,Vila Nova de Poiares,68.5
2015,Alvaiázere,102.2
2015,Ansião,130.7
2015,Batalha,65.3
2015,Castanheira de Pêra,
2015,Figueiró dos Vinhos,169.0
2015,Leiria,118.4
2015,Marinha Grande,132.5
2015,Pedrógão Grande,167.7
2015,Pombal,101.4
2015,Porto de Mós,105.3
2015,Carregal do Sal,58.8
2015,Castro Daire,90.5
2015,Mangualde,90.8
2015,Nelas,86.7
2015,Oliveira de Frades,78.1
2015,Penalva do Castelo,86.3
2015,Santa Comba Dão,95.9
2015,São Pedro do Sul,146.1
2015,Sátão,85.0
2015,Tondela,105.6
2015,Vila Nova de Paiva,88.0
2015,Viseu,142.8
2015,Vouzela,103.9
2015,Aguiar da Beira,93.1
2015,Cascais,110.7
2015,Lisboa,280.0
2015,Loures,63.5
2015,Mafra,76.2
2015,Oeiras,101.6
2015,Sintra,85.9
2015,Vila Franca de Xira,98.3
2015,Amadora,138.1
2015,Odivelas,99.8
2015,Alcochete,89.0
2015,Almada,124.4
2015,Barreiro,151.8
2015,Moita,71.3
2015,Montijo,78.1
2015,Palmela,77.0
2015,Seixal,96.9
2015,Sesimbra,73.6
2015,Setúbal,134.5
2015,Alandroal,
2015,Arraiolos,108.4
2015,Borba,8.9
2015,Estremoz,185.2
2015,Évora,175.4
2015,Montemor-o-Novo,90.4
2015,Mora,52.0
2015,Mourão,6.1
2015,Portel,4.4
2015,Redondo,66.0
2015,Reguengos de Monsaraz,134.7
2015,Vendas Novas,133.0
2015,Viana do Alentejo,86.9
2015,Vila Viçosa,179.5
2015,Alcácer do Sal,90.9
2015,Grândola,121.8
2015,Santiago do Cacém,138.9
2015,Sines,141.0
2015,Odemira,135.6
2015,Alter do Chão,167.5
2015,Arronches,
2015,Avis,92.1
2015,Campo Maior,91.9
2015,Castelo de Vide,7.5
2015,Crato,120.0
2015,Elvas,111.9
2015,Fronteira,25.0
2015,Gavião,9.6
2015,Marvão,
2015,Monforte,
2015,Nisa,80.6
2015,Ponte de Sor,120.6
2015,Portalegre,223.0
2015,Sousel,27.3
2015,Aljustrel,119.7
2015,Almodôvar,103.5
2015,Alvito,238.9
2015,Barrancos,
2015,Beja,185.7
2015,Castro Verde,91.4
2015,Cuba,68.8
2015,Ferreira do Alentejo,54.7
2015,Mértola,137.5
2015,Moura,133.2
2015,Ourique,97.1
2015,Serpa,89.2
2015,Vidigueira,101.3
2015,Azambuja,55.1
2015,Almeirim,63.6
2015,Alpiarça,68.0
2015,Benavente,49.9
2015,Cartaxo,75.2
2015,Chamusca,41.3
2015,Coruche,90.5
2015,Golegã,50.5
2015,Rio Maior,106.3
2015,Salvaterra de Magos,124.2
2015,Santarém,174.0
2015,Albufeira,121.9
2015,Alcoutim,14.3
2015,Aljezur,
2015,Castro Marim,
2015,Faro,181.5
2015,Lagoa,52.4
2015,Lagos,112.5
2015,Loulé,101.7
2015,Monchique,5.0
2015,Olhão,86.4
2015,Portimão,169.7
2015,São Brás de Alportel,72.4
2015,Silves,69.1
2015,Tavira,114.3
2015,Vila do Bispo,
2015,Vila Real de Santo António,117.4
2016,Arcos de Valdevez,121.5
2016,Caminha,105.9
2016,Melgaço,104.0
2016,Monção,124.1
2016,Paredes de Coura,78.8
2016,Ponte da Barca,114.8
2016,Ponte de Lima,98.8
2016,Valença,86.2
2016,Viana do Castelo,160.2
2016,Vila Nova de Cerveira,114.7
2016,Boticas,
2016,Chaves,169.7
2016,Montalegre,96.5
2016,Ribeira de Pena,88.8
2016,Valpaços,69.3
2016,Vila Pouca de Aguiar,82.8
2016,Arouca,90.7
2016,Espinho,261.2
2016,Santa Maria da Feira,91.4
2016,Oliveira de Azeméis,80.4
2016,São João da Madeira,317.8
2016,Vale de Cambra,82.3
2016,Gondomar,81.0
2016,Maia,74.8
2016,Matosinhos,84.8
2016,Paredes,73.4
2016,Porto,387.6
2016,Póvoa de Varzim,115.1
2016,Santo Tirso,141.9
2016,Valongo,77.5
2016,Vila do Conde,75.8
2016,Vila Nova de Gaia,87.5
2016,Trofa,83.7
2016,Mondim de Basto,90.1
2016,Cabeceiras de Basto,94.4
2016,Fafe,102.4
2016,Guimarães,100.9
2016,Póvoa de Lanhoso,100.3
2016,Vieira do Minho,71.0
2016,Vila Nova de Famalicão,110.2
2016,Vizela,99.8
2016,Amares,65.5
2016,Barcelos,90.1
2016,Braga,146.3
2016,Esposende,98.5
2016,Terras de Bouro,49.4
2016,Vila Verde,95.5
2016,Alijó,81.5
2016,Mesão Frio,114.1
2016,Murça,196.8
2016,Peso da Régua,143.9
2016,Sabrosa,78.9
2016,Santa Marta de Penaguião,
2016,Vila Real,147.3
2016,Armamar,66.3
