Municipality,Year,Value
Sobral de Monte Agraço,2008,
Torres Vedras,2008,
Águeda,2008,
Albergaria-a-Velha,2008,
Anadia,2008,
Aveiro,2008,
Estarreja,2008,
Ílhavo,2008,
Murtosa,2008,
Oliveira do Bairro,2008,
Ovar,2008,
Sever do Vouga,2008,
Vagos,2008,
Arganil,2008,
Cantanhede,2008,
Coimbra,2008,
Condeixa-a-Nova,2008,
Figueira da Foz,2008,
Góis,2008,
Lousã,2008,
Mealhada,2008,
Mira,2008,
Miranda do Corvo,2008,
Montemor-o-Velho,2008,
Mortágua,2008,
Oliveira do Hospital,2008,
Pampilhosa da Serra,2008,
Penacova,2008,
Penela,2008,
Soure,2008,
Tábua,2008,
Vila Nova de Poiares,2008,
Alvaiázere,2008,
Ansião,2008,
Batalha,2008,
Castanheira de Pêra,2008,
Figueiró dos Vinhos,2008,
Leiria,2008,
Marinha Grande,2008,
Pedrógão Grande,2008,
Pombal,2008,
Porto de Mós,2008,
Aguiar da Beira,2008,
Carregal do Sal,2008,
Castro Daire,2008,
Mangualde,2008,
Nelas,2008,
Oliveira de Frades,2008,
Penalva do Castelo,2008,
Santa Comba Dão,2008,
São Pedro do Sul,2008,
Sátão,2008,
Tondela,2008,
Vila Nova de Paiva,2008,
Viseu,2008,
Vouzela,2008,
Castelo Branco,2008,
Idanha-a-Nova,2008,
Oleiros,2008,
Penamacor,2008,
Proença-a-Nova,2008,
Vila Velha de Ródão,2008,
Abrantes,2008,
Alcanena,2008,
Constância,2008,
Entroncamento,2008,
Ferreira do Zêzere,2008,
Mação,2008,
Ourém,2008,
Sardoal,2008,
Sertã,2008,
Tomar,2008,
Torres Novas,2008,
Vila de Rei,2008,
Vila Nova da Barquinha,2008,
Almeida,2008,
Belmonte,2008,
Celorico da Beira,2008,
Covilhã,2008,
Figueira de Castelo Rodrigo,2008,
Fornos de Algodres,2008,
Fundão,2008,
Gouveia,2008,
Guarda,2008,
Manteigas,2008,
Mêda,2008,
Pinhel,2008,
Sabugal,2008,
Seia,2008,
Trancoso,2008,
Alcochete,2008,
Almada,2008,
Amadora,2008,
Barreiro,2008,
Cascais,2008,
Lisboa,2008,
Loures,2008,
Mafra,2008,
Moita,2008,
Montijo,2008,
Odivelas,2008,
Oeiras,2008,
Palmela,2008,
Seixal,2008,
Sesimbra,2008,
Setúbal,2008,
Sintra,2008,
Vila Franca de Xira,2008,
Alcácer do Sal,2008,
Grândola,2008,
Odemira,2008,
Santiago do Cacém,2008,
Sines,2008,
Aljustrel,2008,
Almodôvar,2008,
Alvito,2008,
Barrancos,2008,
Beja,2008,
Castro Verde,2008,
Cuba,2008,
Ferreira do Alentejo,2008,
Mértola,2008,
Moura,2008,
Ourique,2008,
Serpa,2008,
Vidigueira,2008,
Almeirim,2008,
Alpiarça,2008,
Azambuja,2008,
Benavente,2008,
Cartaxo,2008,
Chamusca,2008,
Coruche,2008,
Golegã,2008,
Rio Maior,2008,
Salvaterra de Magos,2008,
Santarém,2008,
Alter do Chão,2008,
Arronches,2008,
Avis,2008,
Campo Maior,2008,
Castelo de Vide,2008,
Crato,2008,
Elvas,2008,
Fronteira,2008,
Gavião,2008,
Marvão,2008,
Monforte,2008,
Nisa,2008,
Ponte de Sor,2008,
Portalegre,2008,
Sousel,2008,
Alandroal,2008,
Arraiolos,2008,
Borba,2008,
Estremoz,2008,
Évora,2008,
Montemor-o-Novo,2008,
Mora,2008,
Mourão,2008,
Portel,2008,
Redondo,2008,
Reguengos de Monsaraz,2008,
Vendas Novas,2008,
Viana do Alentejo,2008,
Vila Viçosa,2008,
Albufeira,2008,
Alcoutim,2008,
Aljezur,2008,
Castro Marim,2008,
Faro,2008,
Lagoa,2008,
Lagos,2008,
Loulé,2008,
Monchique,2008,
Olhão,2008,
Portimão,2008,
São Brás de Alportel,2008,
Silves,2008,
Tavira,2008,
Vila do Bispo,2008,
Vila Real de Santo António,2008,
Vila do Porto,2008,
Lagoa [R.A.A.],2008,
Nordeste,2008,
Ponta Delgada,2008,
Povoação,2008,
Ribeira Grande,2008,
Vila Franca do Campo,2008,
Angra do Heroísmo,2008,
Vila da Praia da Vitória,2008,
Santa Cruz da Graciosa,2008,
Calheta [R.A.A.],2008,
Velas,2008,
Lajes do Pico,2008,
Madalena,2008,
São Roque do Pico,2008,
Horta,2008,
Lajes das Flores,2008,
Santa Cruz das Flores,2008,
Corvo,2008,
Calheta [R.A.M.],2008,
Câmara de Lobos,2008,
Funchal,2008,
Machico,2008,
Ponta do Sol,2008,
Porto Moniz,2008,
Ribeira Brava,2008,
Santa Cruz,2008,
Santana,2008,
São Vicente,2008,
Porto Santo,2008,
Arcos de Valdevez,2009,4295.0
Caminha,2009,3669.0
Melgaço,2009,1690.0
Monção,2009,3925.0
Paredes de Coura,2009,1770.0
Ponte da Barca,2009,2548.0
Ponte de Lima,2009,9603.0
Valença,2009,3043.0
Viana do Castelo,2009,20493.0
Vila Nova de Cerveira,2009,1948.0
Amares,2009,4249.0
Barcelos,2009,28641.0
Braga,2009,44458.0
Esposende,2009,8129.0
Terras de Bouro,2009,1478.0
Vila Verde,2009,10564.0
Cabeceiras de Basto,2009,3554.0
Fafe,2009,11909.0
Guimarães,2009,38195.0
Mondim de Basto,2009,1593.0
Póvoa de Lanhoso,2009,5125.0
Vieira do Minho,2009,2783.0
Vila Nova de Famalicão,2009,32083.0
Vizela,2009,5743.0
Arouca,2009,4897.0
Espinho,2009,7097.0
Gondomar,2009,40289.0
Maia,2009,33493.0
Matosinhos,2009,41714.0
Oliveira de Azeméis,2009,15911.0
Paredes,2009,20969.0
Porto,2009,51166.0
Póvoa de Varzim,2009,15226.0
Santa Maria da Feira,2009,33454.0
Santo Tirso,2009,16625.0
São João da Madeira,2009,5325.0
Trofa,2009,9378.0
Vale de Cambra,2009,4985.0
Valongo,2009,22947.0
Vila do Conde,2009,18584.0
Vila Nova de Gaia,2009,72910.0
Boticas,2009,1060.0
Chaves,2009,8617.0
Montalegre,2009,1847.0
Ribeira de Pena,2009,1252.0
Valpaços,2009,3022.0
Vila Pouca de Aguiar,2009,2544.0
Amarante,2009,13239.0
Baião,2009,4521.0
Castelo de Paiva,2009,3762.0
Celorico de Basto,2009,4188.0
Cinfães,2009,4322.0
Felgueiras,2009,13932.0
Lousada,2009,11386.0
Marco de Canaveses,2009,12403.0
Paços de Ferreira,2009,13196.0
Penafiel,2009,17076.0
Resende,2009,2326.0
Alijó,2009,2227.0
Armamar,2009,1287.0
Carrazeda de Ansiães,2009,1103.0
Freixo de Espada à Cinta,2009,641.0
Lamego,2009,5927.0
Mesão Frio,2009,939.0
Moimenta da Beira,2009,2063.0
Murça,2009,1104.0
Penedono,2009,579.0
Peso da Régua,2009,3784.0
Sabrosa,2009,1224.0
Santa Marta de Penaguião,2009,1541.0
São João da Pesqueira,2009,1576.0
Sernancelhe,2009,1081.0
Tabuaço,2009,1298.0
Tarouca,2009,1703.0
Torre de Moncorvo,2009,1480.0
Vila Nova de Foz Côa,2009,1334.0
Vila Real,2009,12084.0
Alfândega da Fé,2009,933.0
Bragança,2009,7626.0
Macedo de Cavaleiros,2009,3035.0
Miranda do Douro,2009,1340.0
Mirandela,2009,4957.0
Mogadouro,2009,1699.0
Vila Flor,2009,1320.0
Vimioso,2009,745.0
Vinhais,2009,1417.0
Alcobaça,2009,12239.0
Alenquer,2009,9569.0
Arruda dos Vinhos,2009,2826.0
Bombarral,2009,2683.0
Cadaval,2009,2774.0
Caldas da Rainha,2009,11333.0
Lourinhã,2009,5497.0
Nazaré,2009,3265.0
Óbidos,2009,2397.0
Peniche,2009,5960.0
Sobral de Monte Agraço,2009,2231.0
Torres Vedras,2009,17297.0
Águeda,2009,10701.0
Albergaria-a-Velha,2009,5721.0
Anadia,2009,6249.0
Aveiro,2009,18659.0
Estarreja,2009,5927.0
Ílhavo,2009,9011.0
Murtosa,2009,2110.0
Oliveira do Bairro,2009,5064.0
Ovar,2009,13181.0
Sever do Vouga,2009,2586.0
Vagos,2009,4937.0
Arganil,2009,2369.0
Cantanhede,2009,7646.0
Coimbra,2009,32855.0
Condeixa-a-Nova,2009,3999.0
Figueira da Foz,2009,13591.0
Góis,2009,767.0
Lousã,2009,3971.0
Mealhada,2009,4583.0
Mira,2009,2617.0
Miranda do Corvo,2009,2920.0
Montemor-o-Velho,2009,5652.0
Mortágua,2009,1892.0
Oliveira do Hospital,2009,4393.0
Pampilhosa da Serra,2009,709.0
Penacova,2009,3210.0
Penela,2009,1149.0
Soure,2009,3855.0
Tábua,2009,2478.0
Vila Nova de Poiares,2009,1655.0
Alvaiázere,2009,1303.0
Ansião,2009,2643.0
Batalha,2009,3505.0
Castanheira de Pêra,2009,593.0
Figueiró dos Vinhos,2009,1175.0
Leiria,2009,28939.0
Marinha Grande,2009,8682.0
Pedrógão Grande,2009,694.0
Pombal,2009,11457.0
Porto de Mós,2009,5289.0
Aguiar da Beira,2009,1096.0
Carregal do Sal,2009,1929.0
Castro Daire,2009,2873.0
Mangualde,2009,4099.0
Nelas,2009,2946.0
Oliveira de Frades,2009,2140.0
Penalva do Castelo,2009,1528.0
Santa Comba Dão,2009,2369.0
São Pedro do Sul,2009,3339.0
Sátão,2009,2589.0
Tondela,2009,5658.0
Vila Nova de Paiva,2009,1031.0
Viseu,2009,22547.0
Vouzela,2009,2057.0
Castelo Branco,2009,11918.0
Idanha-a-Nova,2009,1458.0
Oleiros,2009,907.0
Penamacor,2009,836.0
Proença-a-Nova,2009,1458.0
Vila Velha de Ródão,2009,548.0
Abrantes,2009,7832.0
Alcanena,2009,2840.0
Constância,2009,885.0
Entroncamento,2009,4743.0
Ferreira do Zêzere,2009,1645.0
Mação,2009,1167.0
Ourém,2009,9773.0
Sardoal,2009,781.0
Sertã,2009,2986.0
Tomar,2009,8242.0
Torres Novas,2009,7557.0
Vila de Rei,2009,589.0
Vila Nova da Barquinha,2009,1475.0
Almeida,2009,1256.0
Belmonte,2009,1438.0
Celorico da Beira,2009,1486.0
Covilhã,2009,10931.0
Figueira de Castelo Rodrigo,2009,1095.0
Fornos de Algodres,2009,961.0
Fundão,2009,5703.0
Gouveia,2009,2609.0
Guarda,2009,9691.0
Manteigas,2009,702.0
Mêda,2009,887.0
Pinhel,2009,1750.0
Sabugal,2009,1986.0
Seia,2009,5195.0
Trancoso,2009,1856.0
Alcochete,2009,3923.0
Almada,2009,37632.0
Amadora,2009,38101.0
Barreiro,2009,16626.0
Cascais,2009,45719.0
Lisboa,2009,109691.0
Loures,2009,45443.0
Mafra,2009,16955.0
Moita,2009,14984.0
Montijo,2009,11234.0
Odivelas,2009,32735.0
Oeiras,2009,38091.0
Palmela,2009,13879.0
Seixal,2009,37495.0
Sesimbra,2009,11015.0
Setúbal,2009,26410.0
Sintra,2009,91304.0
Vila Franca de Xira,2009,32992.0
Alcácer do Sal,2009,2515.0
Grândola,2009,2752.0
Odemira,2009,4897.0
Santiago do Cacém,2009,6235.0
Sines,2009,3256.0
Aljustrel,2009,1813.0
Almodôvar,2009,1365.0
Alvito,2009,514.0
Barrancos,2009,367.0
Beja,2009,7574.0
Castro Verde,2009,1438.0
Cuba,2009,924.0
Ferreira do Alentejo,2009,1603.0
Mértola,2009,1228.0
Moura,2009,2891.0
Ourique,2009,989.0
Serpa,2009,3024.0
Vidigueira,2009,1100.0
Almeirim,2009,4952.0
Alpiarça,2009,1511.0
Azambuja,2009,4381.0
Benavente,2009,6337.0
Cartaxo,2009,5240.0
Chamusca,2009,1992.0
Coruche,2009,3838.0
Golegã,2009,1128.0
Rio Maior,2009,4572.0
Salvaterra de Magos,2009,4630.0
Santarém,2009,13133.0
Alter do Chão,2009,659.0
Arronches,2009,599.0
Avis,2009,840.0
Campo Maior,2009,1739.0
Castelo de Vide,2009,679.0
Crato,2009,698.0
Elvas,2009,4816.0
Fronteira,2009,670.0
Gavião,2009,691.0
Marvão,2009,634.0
Monforte,2009,670.0
Nisa,2009,1218.0
Ponte de Sor,2009,3362.0
Portalegre,2009,5190.0
Sousel,2009,964.0
Alandroal,2009,1074.0
Arraiolos,2009,1444.0
Borba,2009,1422.0
Estremoz,2009,2811.0
Évora,2009,12658.0
Montemor-o-Novo,2009,3387.0
Mora,2009,926.0
Mourão,2009,492.0
Portel,2009,1216.0
Redondo,2009,1352.0
Reguengos de Monsaraz,2009,2133.0
Vendas Novas,2009,2344.0
Viana do Alentejo,2009,1161.0
Vila Viçosa,2009,1816.0
Albufeira,2009,9561.0
Alcoutim,2009,392.0
Aljezur,2009,1044.0
Castro Marim,2009,1262.0
Faro,2009,14771.0
Lagoa,2009,4918.0
Lagos,2009,6507.0
Loulé,2009,15162.0
Monchique,2009,1063.0
Olhão,2009,9808.0
Portimão,2009,12008.0
São Brás de Alportel,2009,2259.0
Silves,2009,7381.0
Tavira,2009,5202.0
Vila do Bispo,2009,1008.0
Vila Real de Santo António,2009,4078.0
Vila do Porto,2009,1230.0
Lagoa [R.A.A.],2009,3202.0
Nordeste,2009,1020.0
Ponta Delgada,2009,15904.0
Povoação,2009,1350.0
Ribeira Grande,2009,6742.0
Vila Franca do Campo,2009,2470.0
Angra do Heroísmo,2009,7740.0
Vila da Praia da Vitória,2009,4681.0
Santa Cruz da Graciosa,2009,894.0
Calheta [R.A.A.],2009,791.0
Velas,2009,1194.0
Lajes do Pico,2009,956.0
Madalena,2009,1263.0
São Roque do Pico,2009,724.0
Horta,2009,3359.0
Lajes das Flores,2009,286.0
Santa Cruz das Flores,2009,523.0
Corvo,2009,84.0
Calheta [R.A.M.],2009,2455.0
Câmara de Lobos,2009,8049.0
Funchal,2009,26520.0
Machico,2009,5098.0
Ponta do Sol,2009,1935.0
Porto Moniz,2009,526.0
Ribeira Brava,2009,2990.0
Santa Cruz,2009,10297.0
Santana,2009,1661.0
São Vicente,2009,1152.0
Porto Santo,2009,1318.0
Arcos de Valdevez,2010,4222.0
Caminha,2010,3647.0
Melgaço,2010,1652.0
Monção,2010,3896.0
Paredes de Coura,2010,1760.0
Ponte da Barca,2010,2537.0
Ponte de Lima,2010,9557.0
Valença,2010,3034.0
Viana do Castelo,2010,20315.0
Vila Nova de Cerveira,2010,1955.0
Amares,2010,4242.0
Barcelos,2010,28421.0
Braga,2010,44733.0
Esposende,2010,8118.0
Terras de Bouro,2010,1456.0
Vila Verde,2010,10641.0
Cabeceiras de Basto,2010,3534.0
Fafe,2010,11776.0
Guimarães,2010,37909.0
Mondim de Basto,2010,1560.0
Póvoa de Lanhoso,2010,5091.0
Vieira do Minho,2010,2734.0
Vila Nova de Famalicão,2010,32001.0
Vizela,2010,5759.0
Arouca,2010,4833.0
Espinho,2010,6946.0
Gondomar,2010,40131.0
Maia,2010,33701.0
Matosinhos,2010,41546.0
Oliveira de Azeméis,2010,15729.0
Paredes,2010,21010.0
Porto,2010,50070.0
Póvoa de Varzim,2010,15143.0
Santa Maria da Feira,2010,33342.0
Santo Tirso,2010,16477.0
São João da Madeira,2010,5308.0
Trofa,2010,9350.0
Vale de Cambra,2010,4927.0
Valongo,2010,23077.0
Vila do Conde,2010,18594.0
Vila Nova de Gaia,2010,72589.0
Boticas,2010,1047.0
Chaves,2010,8519.0
Montalegre,2010,1789.0
Ribeira de Pena,2010,1231.0
Valpaços,2010,2925.0
Vila Pouca de Aguiar,2010,2466.0
Amarante,2010,13097.0
Baião,2010,4468.0
Castelo de Paiva,2010,3717.0
Celorico de Basto,2010,4179.0
Cinfães,2010,4265.0
Felgueiras,2010,13888.0
Lousada,2010,11440.0
Marco de Canaveses,2010,12396.0
Paços de Ferreira,2010,13225.0
Penafiel,2010,17019.0
Resende,2010,2306.0
Alijó,2010,2165.0
Armamar,2010,1255.0
Carrazeda de Ansiães,2010,1055.0
Freixo de Espada à Cinta,2010,642.0
Lamego,2010,5862.0
Mesão Frio,2010,923.0
Moimenta da Beira,2010,2027.0
Murça,2010,1082.0
Penedono,2010,571.0
Peso da Régua,2010,3709.0
Sabrosa,2010,1203.0
Santa Marta de Penaguião,2010,1503.0
São João da Pesqueira,2010,1552.0
Sernancelhe,2010,1068.0
Tabuaço,2010,1289.0
Tarouca,2010,1702.0
Torre de Moncorvo,2010,1444.0
Vila Nova de Foz Côa,2010,1296.0
Vila Real,2010,12056.0
Alfândega da Fé,2010,909.0
Bragança,2010,7588.0
Macedo de Cavaleiros,2010,2958.0
Miranda do Douro,2010,1315.0
Mirandela,2010,4859.0
Mogadouro,2010,1647.0
Vila Flor,2010,1293.0
Vimioso,2010,728.0
Vinhais,2010,1372.0
Alcobaça,2010,12198.0
Alenquer,2010,9685.0
Arruda dos Vinhos,2010,2886.0
Bombarral,2010,2669.0
Cadaval,2010,2768.0
Caldas da Rainha,2010,11399.0
Lourinhã,2010,5556.0
Nazaré,2010,3246.0
Óbidos,2010,2401.0
Peniche,2010,5959.0
Sobral de Monte Agraço,2010,2250.0
Torres Vedras,2010,17446.0
Águeda,2010,10578.0
Albergaria-a-Velha,2010,5719.0
Anadia,2010,6113.0
Aveiro,2010,18715.0
Estarreja,2010,5871.0
Ílhavo,2010,9009.0
Murtosa,2010,2153.0
Oliveira do Bairro,2010,5100.0
Ovar,2010,13098.0
Sever do Vouga,2010,2539.0
Vagos,2010,4958.0
Arganil,2010,2341.0
Cantanhede,2010,7599.0
Coimbra,2010,32527.0
Condeixa-a-Nova,2010,4053.0
Figueira da Foz,2010,13490.0
Góis,2010,762.0
Lousã,2010,4001.0
Mealhada,2010,4551.0
Mira,2010,2598.0
Miranda do Corvo,2010,2924.0
Montemor-o-Velho,2010,5671.0
Mortágua,2010,1862.0
Oliveira do Hospital,2010,4353.0
Pampilhosa da Serra,2010,705.0
Penacova,2010,3157.0
Penela,2010,1139.0
Soure,2010,3795.0
Tábua,2010,2482.0
Vila Nova de Poiares,2010,1674.0
Alvaiázere,2010,1276.0
Ansião,2010,2617.0
Batalha,2010,3501.0
Castanheira de Pêra,2010,581.0
Figueiró dos Vinhos,2010,1147.0
Leiria,2010,29002.0
Marinha Grande,2010,8698.0
Pedrógão Grande,2010,679.0
Pombal,2010,11413.0
Porto de Mós,2010,5249.0
Aguiar da Beira,2010,1070.0
Carregal do Sal,2010,1900.0
Castro Daire,2010,2817.0
Mangualde,2010,4059.0
Nelas,2010,2921.0
Oliveira de Frades,2010,2149.0
Penalva do Castelo,2010,1499.0
Santa Comba Dão,2010,2349.0
São Pedro do Sul,2010,3274.0
Sátão,2010,2556.0
Tondela,2010,5584.0
Vila Nova de Paiva,2010,1005.0
Viseu,2010,22592.0
Vouzela,2010,2014.0
Castelo Branco,2010,11889.0
Idanha-a-Nova,2010,1430.0
Oleiros,2010,886.0
Penamacor,2010,823.0
Proença-a-Nova,2010,1443.0
Vila Velha de Ródão,2010,549.0
Abrantes,2010,7709.0
Alcanena,2010,2816.0
Constância,2010,889.0
Entroncamento,2010,4808.0
Ferreira do Zêzere,2010,1629.0
Mação,2010,1152.0
Ourém,2010,9733.0
Sardoal,2010,782.0
Sertã,2010,2985.0
Tomar,2010,8139.0
Torres Novas,2010,7517.0
Vila de Rei,2010,600.0
Vila Nova da Barquinha,2010,1459.0
Almeida,2010,1244.0
Belmonte,2010,1410.0
Celorico da Beira,2010,1459.0
Covilhã,2010,10763.0
Figueira de Castelo Rodrigo,2010,1086.0
Fornos de Algodres,2010,953.0
Fundão,2010,5611.0
Gouveia,2010,2548.0
Guarda,2010,9645.0
Manteigas,2010,674.0
Mêda,2010,878.0
Pinhel,2010,1713.0
Sabugal,2010,1944.0
Seia,2010,5062.0
Trancoso,2010,1853.0
Alcochete,2010,4029.0
Almada,2010,37711.0
Amadora,2010,37880.0
Barreiro,2010,16416.0
Cascais,2010,46291.0
Lisboa,2010,109102.0
Loures,2010,45326.0
Mafra,2010,17547.0
Moita,2010,14823.0
Montijo,2010,11592.0
Odivelas,2010,32914.0
Oeiras,2010,37958.0
Palmela,2010,14057.0
Seixal,2010,37341.0
Sesimbra,2010,11328.0
Setúbal,2010,26429.0
Sintra,2010,91134.0
Vila Franca de Xira,2010,33119.0
Alcácer do Sal,2010,2468.0
Grândola,2010,2759.0
Odemira,2010,4914.0
Santiago do Cacém,2010,6133.0
Sines,2010,3254.0
Aljustrel,2010,1759.0
Almodôvar,2010,1354.0
Alvito,2010,519.0
Barrancos,2010,373.0
Beja,2010,7543.0
Castro Verde,2010,1429.0
Cuba,2010,918.0
Ferreira do Alentejo,2010,1575.0
Mértola,2010,1197.0
Moura,2010,2866.0
Ourique,2010,977.0
Serpa,2010,2995.0
Vidigueira,2010,1090.0
Almeirim,2010,4958.0
Alpiarça,2010,1490.0
Azambuja,2010,4375.0
Benavente,2010,6472.0
Cartaxo,2010,5257.0
Chamusca,2010,1960.0
Coruche,2010,3760.0
Golegã,2010,1130.0
Rio Maior,2010,4551.0
Salvaterra de Magos,2010,4669.0
Santarém,2010,13036.0
Alter do Chão,2010,655.0
Arronches,2010,604.0
Avis,2010,826.0
Campo Maior,2010,1749.0
Castelo de Vide,2010,673.0
Crato,2010,693.0
Elvas,2010,4797.0
Fronteira,2010,659.0
Gavião,2010,686.0
Marvão,2010,618.0
Monforte,2010,668.0
Nisa,2010,1203.0
Ponte de Sor,2010,3328.0
Portalegre,2010,5140.0
Sousel,2010,946.0
Alandroal,2010,1051.0
Arraiolos,2010,1438.0
Borba,2010,1415.0
Estremoz,2010,2793.0
Évora,2010,12555.0
Montemor-o-Novo,2010,3371.0
Mora,2010,909.0
Mourão,2010,483.0
Portel,2010,1198.0
Redondo,2010,1353.0
Reguengos de Monsaraz,2010,2118.0
Vendas Novas,2010,2338.0
Viana do Alentejo,2010,1172.0
Vila Viçosa,2010,1810.0
Albufeira,2010,9802.0
Alcoutim,2010,379.0
Aljezur,2010,1048.0
Castro Marim,2010,1276.0
Faro,2010,14888.0
Lagoa,2010,4945.0
Lagos,2010,6595.0
Loulé,2010,15431.0
Monchique,2010,1047.0
Olhão,2010,9913.0
Portimão,2010,12298.0
São Brás de Alportel,2010,2271.0
Silves,2010,7475.0
Tavira,2010,5228.0
Vila do Bispo,2010,1010.0
Vila Real de Santo António,2010,4100.0
Vila do Porto,2010,1234.0
Lagoa [R.A.A.],2010,3228.0
Nordeste,2010,1013.0
Ponta Delgada,2010,16030.0
Povoação,2010,1350.0
Ribeira Grande,2010,6883.0
Vila Franca do Campo,2010,2506.0
Angra do Heroísmo,2010,7747.0
Vila da Praia da Vitória,2010,4719.0
Santa Cruz da Graciosa,2010,894.0
Calheta [R.A.A.],2010,782.0
Velas,2010,1190.0
Lajes do Pico,2010,947.0
Madalena,2010,1273.0
São Roque do Pico,2010,721.0
Horta,2010,3381.0
Lajes das Flores,2010,285.0
Santa Cruz das Flores,2010,525.0
Corvo,2010,85.0
Calheta [R.A.M.],2010,2447.0
Câmara de Lobos,2010,8074.0
Funchal,2010,26624.0
Machico,2010,5067.0
Ponta do Sol,2010,1952.0
Porto Moniz,2010,530.0
Ribeira Brava,2010,3012.0
Santa Cruz,2010,10827.0
Santana,2010,1642.0
São Vicente,2010,1137.0
Porto Santo,2010,1368.0
Arcos de Valdevez,2011,4149.0
Caminha,2011,3598.0
Melgaço,2011,1618.0
Monção,2011,3856.0
Paredes de Coura,2011,1748.0
Ponte da Barca,2011,2521.0
Ponte de Lima,2011,9497.0
Valença,2011,3031.0
Viana do Castelo,2011,20076.0
Vila Nova de Cerveira,2011,1958.0
Amares,2011,4241.0
Barcelos,2011,28263.0
Braga,2011,44812.0
Esposende,2011,8109.0
Terras de Bouro,2011,1434.0
Vila Verde,2011,10662.0
Cabeceiras de Basto,2011,3519.0
Fafe,2011,11650.0
Guimarães,2011,37578.0
Mondim de Basto,2011,1530.0
Póvoa de Lanhoso,2011,5040.0
Vieira do Minho,2011,2689.0
Vila Nova de Famalicão,2011,31880.0
Vizela,2011,5768.0
Arouca,2011,4773.0
Espinho,2011,6761.0
Gondomar,2011,39866.0
Maia,2011,33724.0
Matosinhos,2011,41216.0
Oliveira de Azeméis,2011,15578.0
Paredes,2011,20992.0
Porto,2011,48731.0
Póvoa de Varzim,2011,14995.0
Santa Maria da Feira,2011,33281.0
Santo Tirso,2011,16325.0
São João da Madeira,2011,5252.0
Trofa,2011,9287.0
Vale de Cambra,2011,4844.0
Valongo,2011,23111.0
Vila do Conde,2011,18566.0
Vila Nova de Gaia,2011,72191.0
Boticas,2011,1031.0
Chaves,2011,8435.0
Montalegre,2011,1745.0
Ribeira de Pena,2011,1214.0
Valpaços,2011,2852.0
Vila Pouca de Aguiar,2011,2403.0
Amarante,2011,12980.0
Baião,2011,4428.0
Castelo de Paiva,2011,3677.0
Celorico de Basto,2011,4171.0
Cinfães,2011,4192.0
Felgueiras,2011,13853.0
Lousada,2011,11470.0
Marco de Canaveses,2011,12346.0
Paços de Ferreira,2011,13259.0
Penafiel,2011,16979.0
Resende,2011,2274.0
Alijó,2011,2126.0
Armamar,2011,1229.0
Carrazeda de Ansiães,2011,1016.0
Freixo de Espada à Cinta,2011,646.0
Lamego,2011,5774.0
Mesão Frio,2011,897.0
Moimenta da Beira,2011,2005.0
Murça,2011,1062.0
Penedono,2011,562.0
Peso da Régua,2011,3637.0
Sabrosa,2011,1184.0
Santa Marta de Penaguião,2011,1473.0
São João da Pesqueira,2011,1525.0
Sernancelhe,2011,1060.0
Tabuaço,2011,1289.0
Tarouca,2011,1697.0
Torre de Moncorvo,2011,1424.0
Vila Nova de Foz Côa,2011,1268.0
Vila Real,2011,12016.0
Alfândega da Fé,2011,891.0
Bragança,2011,7511.0
Macedo de Cavaleiros,2011,2882.0
